Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,checkpoint-w6lf,checkpoint-hoqr,checkpoint-miih,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,Diagram Box Require Response,TextTypes,ToetsTextArea,"# Xof6Trials

Your body text here."
1,1670833414274,12/12/2022 08:23:34,1670833414154,1,12/12/2022 09:23:34,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1670833422818,12/12/2022 08:23:42,1670833422739,1,12/12/2022 09:23:42,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,1,1,1,Intro3Texts,NextButton,continue_button,8535,,,,,0,1,0,,,,,,IntroTexts,,,,,,
3,1670833495499,12/12/2022 08:24:55,1670833495402,1,12/12/2022 09:24:55,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,42,1,1,Text,advancementZone,continue_button,72624,,,,,0,1,0,,,,6,,BotoxText,,,,,,
4,1670833593765,12/12/2022 08:26:33,1670833593666,1,12/12/2022 09:26:33,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,43,1,1,Diagramming,DiagBox3,response_text_area,98224,,,je gezichtsuitdrukking kan veranderen,,0,1,0,,,,6,,BotoxDiagramCompletion,,5,,,,
5,1670833593881,12/12/2022 08:26:33,1670833593670,1,12/12/2022 09:26:33,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,43,1,1,Diagramming,DiagBox4,response_text_area,98224,,,het effect eindigt na een paar maanden,,0,1,0,,,,6,,BotoxDiagramCompletion,,5,,,,
6,1670833593881,12/12/2022 08:26:33,1670833593670,1,12/12/2022 09:26:33,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,43,1,1,Diagramming,DiagBox2,response_text_area,98224,,,je huid wordt gladder,,0,1,0,,,,6,,BotoxDiagramCompletion,,5,,,,
7,1670833593881,12/12/2022 08:26:33,1670833593670,1,12/12/2022 09:26:33,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,43,1,1,Diagramming,DiagBox1,response_text_area,98224,,,Je spieren doen minder,,0,1,0,,,,6,,BotoxDiagramCompletion,,5,,,,
8,1670833593881,12/12/2022 08:26:33,1670833593671,1,12/12/2022 09:26:33,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,43,1,1,Diagramming,Zone1,continue_button,98224,,,,,0,1,0,,,,6,,BotoxDiagramCompletion,,5,,,,
9,1670833598100,12/12/2022 08:26:38,1670833598018,1,12/12/2022 09:26:38,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,44,1,1,DiagramStudy,Zone1,continue_button,4263,,,,,0,1,0,,,,6,,BotoxDiagramStudy,,,,,,
10,1670833604371,12/12/2022 08:26:44,1670833604282,1,12/12/2022 09:26:44,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,45,1,1,RestudyDecision,Selection1,response_dropdown,6267.059999999998,,,Ja,,0,1,0,,,,6,,BotoxRestudyDecision,,,,,,
11,1670833604423,12/12/2022 08:26:44,1670833604283,1,12/12/2022 09:26:44,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,45,1,1,RestudyDecision,script,force_advance,6267.059999999998,,,,,0,1,0,,,,6,,BotoxRestudyDecision,,,,,,
12,1670833607641,12/12/2022 08:26:47,1670833607522,1,12/12/2022 09:26:47,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,46,1,1,JoL,Two,response_button_text,3223,,,2,1,0,1,0,,,,6,,BotoxJoL,,,,,,
13,1670833609409,12/12/2022 08:26:49,1670833609337,1,12/12/2022 09:26:49,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,47,1,1,IntroTest,ContinueButton,continue_button,1806,,,,,0,1,0,,,,6,,BotoxIntroTest,,,,,,
14,1670833757879,12/12/2022 08:29:17,1670833757650,1,12/12/2022 09:29:17,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,48,1,1,Test,buttonA,response_text_area,148302,,,"Je spieren doen minder door dat het singaal voor aanspanning wordt geblokkeerd,
Als je bijvoorbeeld te hard knippert kan botox dat probleem oplossen.
Je rimpels gaan weg en je gezichtsuitdrukking kan (ongewenst )veranderen.
Het effect gaat na ongeveer 6 maanden weg
",,0,1,0,,,,6,,BotoxTest,,,,,8,
15,1670833757985,12/12/2022 08:29:17,1670833757651,1,12/12/2022 09:29:17,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,48,1,1,Test,buttonB,continue_button,148302,,,,,0,1,0,,,,6,,BotoxTest,,,,,8,
16,1670833764516,12/12/2022 08:29:24,1670833764426,1,12/12/2022 09:29:24,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,9,1,1,Notification,ContinueButton,continue_button,6762,,,,,0,1,0,,,,,,InBetweenScreen,,,,,,"<center><p style=""font-size:30px""><b>1 van 6</b></p></center>"
17,1670833842353,12/12/2022 08:30:42,1670833842265,1,12/12/2022 09:30:42,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,2,1,1,Text,advancementZone,continue_button,77826,,,,,0,1,0,,,,1,,MetroText,,,,,,
18,1670833912235,12/12/2022 08:31:52,1670833912152,1,12/12/2022 09:31:52,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,3,1,1,Diagramming,DiagBox1,response_text_area,69867,,,in de abyssale vlakten stukken zee 3 tot 4km diep,,0,1,0,,,,1,,MetroDiagramCompletion,,5,,,,
19,1670833912298,12/12/2022 08:31:52,1670833912154,1,12/12/2022 09:31:52,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,3,1,1,Diagramming,DiagBox3,response_text_area,69867,,,er ontstaat een kunstmatig rif,,0,1,0,,,,1,,MetroDiagramCompletion,,5,,,,
20,1670833912298,12/12/2022 08:31:52,1670833912154,1,12/12/2022 09:31:52,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,3,1,1,Diagramming,DiagBox4,response_text_area,69867,,,hoeveelheid plankton word veel hoger,,0,1,0,,,,1,,MetroDiagramCompletion,,5,,,,
21,1670833912298,12/12/2022 08:31:52,1670833912155,1,12/12/2022 09:31:52,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,3,1,1,Diagramming,DiagBox2,response_text_area,69867,,,afval hoeft niet verwerkt te worden,,0,1,0,,,,1,,MetroDiagramCompletion,,5,,,,
22,1670833912298,12/12/2022 08:31:52,1670833912156,1,12/12/2022 09:31:52,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,3,1,1,Diagramming,Zone1,continue_button,69867,,,,,0,1,0,,,,1,,MetroDiagramCompletion,,5,,,,
23,1670833913675,12/12/2022 08:31:53,1670833913592,1,12/12/2022 09:31:53,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,4,1,1,DiagramStudy,Continue,continue_button,1382,,,,,0,1,0,,,,1,,MetroDiagramStudy,,,,,,
24,1670833924693,12/12/2022 08:32:04,1670833924608,1,12/12/2022 09:32:04,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,5,1,1,RestudyDecision,Selection1,response_dropdown,11017.380000000005,,,Nee,,0,1,0,,,,1,,MetroRestudyDecision,,,,,,
25,1670833924762,12/12/2022 08:32:04,1670833924608,1,12/12/2022 09:32:04,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,5,1,1,RestudyDecision,script,force_advance,11017.380000000005,,,,,0,1,0,,,,1,,MetroRestudyDecision,,,,,,
26,1670833936655,12/12/2022 08:32:16,1670833936567,1,12/12/2022 09:32:16,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,6,1,1,JoL,Four,response_button_text,11949,,,4,1,0,1,0,,,,1,,MetroJoL,,,,,,
27,1670833939782,12/12/2022 08:32:19,1670833939695,1,12/12/2022 09:32:19,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,7,1,1,IntroTest,ContinueButton,continue_button,3117,,,,,0,1,0,,,,1,,MetroIntroTest,,,,,,
28,1670834060506,12/12/2022 08:34:20,1670834060415,1,12/12/2022 09:34:20,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,8,1,1,Test,buttonA,response_text_area,120712,,,"In de abyssale zeevlakte van 3 tot 4km diep zijn wagons tot zinken gebracht.
hierdoor hoeven de wagons niet verwerkt te worden als afval.
En er ontstaat een kunstmatig rif,
de hoeveelheid plankton en kleine zeedieren wordt hoger",,0,1,0,,,,1,,MetroTest,,,,,8,
29,1670834060570,12/12/2022 08:34:20,1670834060417,1,12/12/2022 09:34:20,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,8,1,1,Test,buttonB,continue_button,120712,,,,,0,1,0,,,,1,,MetroTest,,,,,8,
30,1670834062213,12/12/2022 08:34:22,1670834062133,1,12/12/2022 09:34:22,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,17,2,1,Notification,ContinueButton,continue_button,1704,,,,,0,1,0,,,,,,InBetweenScreen,,,,,,"<center><p style=""font-size:30px""><b>2 van 6</b></p></center>"
31,1670834120977,12/12/2022 08:35:20,1670834120876,1,12/12/2022 09:35:20,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,34,1,1,Text,advancementZone,continue_button,58730,,,,,0,1,0,,,,5,,GeldText,,,,,,
32,1670834231873,12/12/2022 08:37:11,1670834231780,1,12/12/2022 09:37:11,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,35,1,1,Diagramming,DiagBox2,response_text_area,110888,,,Als je hierdoor lang afgeleid wordt kan dat gevaarlijk zijn,,0,1,0,,,,5,,GeldDiagramCompletion,,5,,,,
33,1670834231932,12/12/2022 08:37:11,1670834231782,1,12/12/2022 09:37:11,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,35,1,1,Diagramming,DiagBox3,response_text_area,110888,,,geld is een afleiding dus word je na een tijdje ongelukkig,,0,1,0,,,,5,,GeldDiagramCompletion,,5,,,,
34,1670834231932,12/12/2022 08:37:11,1670834231782,1,12/12/2022 09:37:11,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,35,1,1,Diagramming,DiagBox4,response_text_area,110888,,,als je veel geld hebt wil je alleen maar meer,,0,1,0,,,,5,,GeldDiagramCompletion,,5,,,,
35,1670834231932,12/12/2022 08:37:11,1670834231782,1,12/12/2022 09:37:11,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,35,1,1,Diagramming,DiagBox1,response_text_area,110888,,,horen bij je familie en de maatschappij is belangrijk,,0,1,0,,,,5,,GeldDiagramCompletion,,5,,,,
36,1670834231932,12/12/2022 08:37:11,1670834231782,1,12/12/2022 09:37:11,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,35,1,1,Diagramming,Zone1,continue_button,110888,,,,,0,1,0,,,,5,,GeldDiagramCompletion,,5,,,,
37,1670834233471,12/12/2022 08:37:13,1670834233380,1,12/12/2022 09:37:13,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,36,1,1,DiagramStudy,Zone1,continue_button,1547,,,,,0,1,0,,,,5,,GeldDiagramStudy,,,,,,
38,1670834237371,12/12/2022 08:37:17,1670834237295,1,12/12/2022 09:37:17,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,37,1,1,RestudyDecision,Selection1,response_dropdown,3916.920000000042,,,Ja,,0,1,0,,,,5,,GeldRestudyDecision,,,,,,
39,1670834237434,12/12/2022 08:37:17,1670834237296,1,12/12/2022 09:37:17,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,37,1,1,RestudyDecision,script,force_advance,3916.920000000042,,,,,0,1,0,,,,5,,GeldRestudyDecision,,,,,,
40,1670834240010,12/12/2022 08:37:20,1670834239916,1,12/12/2022 09:37:19,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,38,1,1,JoL,Three,response_button_text,2609,,,3,1,0,1,0,,,,5,,GeldJoL,,,,,,
41,1670834262112,12/12/2022 08:37:42,1670834262004,1,12/12/2022 09:37:42,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,39,1,1,IntroTest,ContinueButton,continue_button,22079,,,,,0,1,0,,,,5,,GeldIntroTest,,,,,,
42,1670834377590,12/12/2022 08:39:37,1670834377508,1,12/12/2022 09:39:37,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,40,1,1,Test,buttonA,response_text_area,115495,,,"voor een mens is het belangrijk om bij de maatschappij en familie te horen,
als je daarvan wordt afgeleid kan dat gevaarlijk zijn.
Als je van familie afgeleid wordt door geld wordt je ongelukkig
als je veel geld hebt wil je alleen maar meer.
dus uiteindelijk maakt geld niet gelukkig",,0,1,0,,,,5,,GeldTest,,,,,8,
43,1670834377658,12/12/2022 08:39:37,1670834377510,1,12/12/2022 09:39:37,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,40,1,1,Test,buttonB,continue_button,115495,,,,,0,1,0,,,,5,,GeldTest,,,,,8,
44,1670834379215,12/12/2022 08:39:39,1670834379124,1,12/12/2022 09:39:39,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,25,1,1,HalfwayScreenIntroTexts,NextButton,continue_button,1601,,,,,0,1,0,,,,,,HalfwayScreenIntroTexts,,,,,,
45,1670834419144,12/12/2022 08:40:19,1670834419060,1,12/12/2022 09:40:19,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,26,1,1,Text,advancementZone,continue_button,39922,,,,,0,1,0,,,,4,,SuezText,,,,,,
46,1670834536726,12/12/2022 08:42:16,1670834536620,1,12/12/2022 09:42:16,89483,9,task-x2sf,,25868498,BLIND,7649913,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1366x768,1366x643,Passed_Trials,Study1.2 - ImmediateDiagrammingOnly,2,DiagrammingOnly,,,,,,,Passed_Intro,Passed_Practice,Passed_Trials,ImmediateDiagrammingOnly,ImmediateDiagrammingOnly,27,1,1,Diagramming,DiagBox2,response_text_area,117543,,,handelaren uit saoudi arabie moesten om heel afrika heen varen om naar europa te komen,,0,1,0,,,,4,,SuezDiagramCompletion,,5,,,,
