Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,checkpoint-w6lf,checkpoint-hoqr,checkpoint-miih,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,TextTypes,ShowProgressBar
1,1670838571900,12/12/2022 09:49:31,1670838571755,1,12/12/2022 10:49:31,89483,9,task-qcms,,25869547,BLIND,7650235,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,1440x900,1378x762,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1670838765822,12/12/2022 09:52:45,1670838765644,1,12/12/2022 10:52:45,89483,9,task-qcms,,25869547,BLIND,7650235,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,1440x900,1378x762,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,193184,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1670838765888,12/12/2022 09:52:45,1670838765654,1,12/12/2022 10:52:45,89483,9,task-qcms,,25869547,BLIND,7650235,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 107.0,1440x900,1378x762,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,193899,,,,,0,1,0,,,,,,,,,
1,1675422986319,03/02/2023 11:16:26,1675422986017,1,03/02/2023 12:16:26,89483,9,task-qcms,,26907746,BLIND,7992455,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675423174523,03/02/2023 11:19:34,1675423174177,1,03/02/2023 12:19:34,89483,9,task-qcms,,26907746,BLIND,7992455,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,187117.50000000003,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675423174569,03/02/2023 11:19:34,1675423174182,1,03/02/2023 12:19:34,89483,9,task-qcms,,26907746,BLIND,7992455,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,188165,,,,,0,1,0,,,,,,,,,
1,1675422866542,03/02/2023 11:14:26,1675422866246,1,03/02/2023 12:14:26,89483,9,task-qcms,,26907677,BLIND,7992432,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675423054680,03/02/2023 11:17:34,1675423054358,1,03/02/2023 12:17:34,89483,9,task-qcms,,26907677,BLIND,7992432,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,187362.80000000002,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675423054745,03/02/2023 11:17:34,1675423054363,1,03/02/2023 12:17:34,89483,9,task-qcms,,26907677,BLIND,7992432,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,188117,,,,,0,1,0,,,,,,,,,
1,1675422757141,03/02/2023 11:12:37,1675422758242,1,03/02/2023 12:12:38,89483,9,task-qcms,,26907625,BLIND,7992416,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675422945024,03/02/2023 11:15:45,1675422946084,1,03/02/2023 12:15:46,89483,9,task-qcms,,26907625,BLIND,7992416,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,187086.10000000003,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675422945109,03/02/2023 11:15:45,1675422946088,1,03/02/2023 12:15:46,89483,9,task-qcms,,26907625,BLIND,7992416,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,187846,,,,,0,1,0,,,,,,,,,
1,1675422730138,03/02/2023 11:12:10,1675422728431,1,03/02/2023 12:12:08,89483,9,task-qcms,,26907612,BLIND,7992405,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675422918280,03/02/2023 11:15:18,1675422916557,1,03/02/2023 12:15:16,89483,9,task-qcms,,26907612,BLIND,7992405,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,187079.80000000002,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675422918356,03/02/2023 11:15:18,1675422916562,1,03/02/2023 12:15:16,89483,9,task-qcms,,26907612,BLIND,7992405,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,188131,,,,,0,1,0,,,,,,,,,
1,1675422714416,03/02/2023 11:11:54,1675422715584,1,03/02/2023 12:11:55,89483,9,task-qcms,,26907608,BLIND,7992408,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675422902503,03/02/2023 11:15:02,1675422903648,1,03/02/2023 12:15:03,89483,9,task-qcms,,26907608,BLIND,7992408,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,186826.6,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675422902559,03/02/2023 11:15:02,1675422903653,1,03/02/2023 12:15:03,89483,9,task-qcms,,26907608,BLIND,7992408,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,188069,,,,,0,1,0,,,,,,,,,
1,1675419758176,03/02/2023 10:22:38,1675419758580,1,03/02/2023 11:22:38,89483,9,task-qcms,,26905964,BLIND,7991968,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419945294,03/02/2023 10:25:45,1675419945678,1,03/02/2023 11:25:45,89483,9,task-qcms,,26905964,BLIND,7991968,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,186234.90000000002,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419945353,03/02/2023 10:25:45,1675419945683,1,03/02/2023 11:25:45,89483,9,task-qcms,,26905964,BLIND,7991968,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,187102,,,,,0,1,0,,,,,,,,,
1,1675419724483,03/02/2023 10:22:04,1675419724673,1,03/02/2023 11:22:04,89483,9,task-qcms,,26905938,BLIND,7991970,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419911646,03/02/2023 10:25:11,1675419911830,1,03/02/2023 11:25:11,89483,9,task-qcms,,26905938,BLIND,7991970,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,186442.40000000002,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419911711,03/02/2023 10:25:11,1675419911836,1,03/02/2023 11:25:11,89483,9,task-qcms,,26905938,BLIND,7991970,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,187163,,,,,0,1,0,,,,,,,,,
1,1675419658795,03/02/2023 10:20:58,1675419659266,1,03/02/2023 11:20:59,89483,9,task-qcms,,26905909,BLIND,7991957,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1042x592,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419845358,03/02/2023 10:24:05,1675419845836,1,03/02/2023 11:24:05,89483,9,task-qcms,,26905909,BLIND,7991957,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1042x592,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185592.09999999998,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419845427,03/02/2023 10:24:05,1675419845842,1,03/02/2023 11:24:05,89483,9,task-qcms,,26905909,BLIND,7991957,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1042x592,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,186576,,,,,0,1,0,,,,,,,,,
1,1675419623029,03/02/2023 10:20:23,1675419623374,1,03/02/2023 11:20:23,89483,9,task-qcms,,26905884,BLIND,7991950,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419809784,03/02/2023 10:23:29,1675419810122,1,03/02/2023 11:23:30,89483,9,task-qcms,,26905884,BLIND,7991950,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185957.3,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419809845,03/02/2023 10:23:29,1675419810127,1,03/02/2023 11:23:30,89483,9,task-qcms,,26905884,BLIND,7991950,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,186753,,,,,0,1,0,,,,,,,,,
1,1675419599856,03/02/2023 10:19:59,1675419600654,1,03/02/2023 11:20:00,89483,9,task-qcms,,26905873,BLIND,7991951,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419787454,03/02/2023 10:23:07,1675419788145,1,03/02/2023 11:23:08,89483,9,task-qcms,,26905873,BLIND,7991951,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,186274.09999999998,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419787586,03/02/2023 10:23:07,1675419788150,1,03/02/2023 11:23:08,89483,9,task-qcms,,26905873,BLIND,7991951,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,187496,,,,,0,1,0,,,,,,,,,
1,1675419590810,03/02/2023 10:19:50,1675419591336,1,03/02/2023 11:19:51,89483,9,task-qcms,,26905870,BLIND,7991932,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419778304,03/02/2023 10:22:58,1675419778809,1,03/02/2023 11:22:58,89483,9,task-qcms,,26905870,BLIND,7991932,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,186344.30000000005,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419778392,03/02/2023 10:22:58,1675419778814,1,03/02/2023 11:22:58,89483,9,task-qcms,,26905870,BLIND,7991932,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,187478,,,,,0,1,0,,,,,,,,,
1,1675419557887,03/02/2023 10:19:17,1675419556151,1,03/02/2023 11:19:16,89483,9,task-qcms,,26905845,BLIND,7991931,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1675419744783,03/02/2023 10:22:24,1675419743006,1,03/02/2023 11:22:23,89483,9,task-qcms,,26905845,BLIND,7991931,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185687.39999999997,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1675419744845,03/02/2023 10:22:24,1675419743015,1,03/02/2023 11:22:23,89483,9,task-qcms,,26905845,BLIND,7991931,,complete,,,computer,Desktop or Laptop,Windows 7,Chrome 109.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,186864,,,,,0,1,0,,,,,,,,,
1,1673514228727,12/01/2023 09:03:48,1673514236544,1,12/01/2023 10:03:56,89483,9,task-qcms,,26336218,BLIND,7775342,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1673514414764,12/01/2023 09:06:54,1673514422556,1,12/01/2023 10:07:02,89483,9,task-qcms,,26336218,BLIND,7775342,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185446.59999999998,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1673514414833,12/01/2023 09:06:54,1673514422560,1,12/01/2023 10:07:02,89483,9,task-qcms,,26336218,BLIND,7775342,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x625,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,186017,,,,,0,1,0,,,,,,,,,
1,1673514024607,12/01/2023 09:00:24,1673514024536,1,12/01/2023 10:00:24,89483,9,task-qcms,,26336153,BLIND,7775331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1280x601,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1673514210336,12/01/2023 09:03:30,1673514210236,1,12/01/2023 10:03:30,89483,9,task-qcms,,26336153,BLIND,7775331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1280x601,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185320.79999995232,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1673514210669,12/01/2023 09:03:30,1673514210250,1,12/01/2023 10:03:30,89483,9,task-qcms,,26336153,BLIND,7775331,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1280x601,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,185714,,,,,0,1,0,,,,,,,,,
1,1673513989210,12/01/2023 08:59:49,1673513990554,1,12/01/2023 09:59:50,89483,9,task-qcms,,26336140,BLIND,7775329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.76,1366x768,1319x657,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1673514175391,12/01/2023 09:02:55,1673514176703,1,12/01/2023 10:02:56,89483,9,task-qcms,,26336140,BLIND,7775329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.76,1366x768,1319x657,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185432.6,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1673514175456,12/01/2023 09:02:55,1673514176710,1,12/01/2023 10:02:56,89483,9,task-qcms,,26336140,BLIND,7775329,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.76,1366x768,1319x657,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,186156,,,,,0,1,0,,,,,,,,,
1,1673513945207,12/01/2023 08:59:05,1673513953362,1,12/01/2023 09:59:13,89483,9,task-qcms,,26336129,BLIND,7775319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x617,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1673514132149,12/01/2023 09:02:12,1673514140262,1,12/01/2023 10:02:20,89483,9,task-qcms,,26336129,BLIND,7775319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x617,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185772.7999997139,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1673514132232,12/01/2023 09:02:12,1673514140278,1,12/01/2023 10:02:20,89483,9,task-qcms,,26336129,BLIND,7775319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x617,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,186915,,,,,0,1,0,,,,,,,,,
1,1673513853505,12/01/2023 08:57:33,1673513853520,1,12/01/2023 09:57:33,89483,9,task-qcms,,26336110,BLIND,7775313,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x649,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1673514039458,12/01/2023 09:00:39,1673514039455,1,12/01/2023 10:00:39,89483,9,task-qcms,,26336110,BLIND,7775313,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x649,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,AliceImmediateWithoutCueSelectionVideo,1,1,1,Video,Zone1,content_video,185425.80000000005,,,,,0,1,0,,,,,,AliceImmediateWithoutCueSelectionVideo,,,
3,1673514039532,12/01/2023 09:00:39,1673514039468,1,12/01/2023 10:00:39,89483,9,task-qcms,,26336110,BLIND,7775313,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x649,Passed_Trials,AliceIntroVideos,12,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,,,,AliceImmediateWithoutCueSelectionVideo,,,END TASK,,,,,185948,,,,,0,1,0,,,,,,,,,
