Experiment Class_ID Participant_Private_ID Time_On_Task Condition Phase Trial Time_On_Trial Trial_Number Zone_Name Diagramming DiagramStudySS Correct_Points Element_Number Commission Word_Count
1 vy8 6581323 23.6 SSI 1 Suez 321 3 DiagBox1 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Muziek 582 4 DiagBox1 "helpt soms bij andere vakken en dingen" No_SSI 0 NA 1 7
1 vy8 6581323 23.6 SSI 2 Muziek 582 4 DiagBox2 "beter manieren bij rekenen breuken bijv" No_SSI 1 2 0 6
1 vy8 6581323 23.6 SSI 2 Muziek 582 4 DiagBox3 ? No_SSI 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Muziek 582 4 DiagBox4 ? No_SSI 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Botox 500 5 DiagBox3 ? No_SSI 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Botox 500 5 DiagBox4 ? No_SSI 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Botox 500 5 DiagBox2 ? No_SSI 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Botox 500 5 DiagBox1 ? No_SSI 0 NA 0 0
1 vy8 6581323 23.6 SSI 2 Geld 404 6 DiagBox2 "je kan alles kopen" No_SSI 0 NA 1 4
1 vy8 6581323 23.6 SSI 2 Geld 404 6 DiagBox3 "maar je wilt meer" No_SSI 1 4 0 4
1 vy8 6581323 23.6 SSI 2 Geld 404 6 DiagBox4 "en word niet bli" No_SSI 0 Given 1 4
1 vy8 6581323 23.6 SSI 2 Geld 404 6 DiagBox1 "je wint loterij hebt veel geld" No_SSI NA NA 0 6
1 vy8 6581324 31 No-SSI 1 Geld 687 1 DiagBox2 ? No_SSI 0 NA 0 0
1 vy8 6581324 31 No-SSI 1 Geld 687 1 DiagBox3 "geld kan maar tijdelijk geluk brengen" No_SSI 1 4 0 6
1 vy8 6581324 31 No-SSI 1 Geld 687 1 DiagBox4 "omdat je plezier steeds naar benedne gaat" No_SSI 0 NA 1 7
1 vy8 6581324 31 No-SSI 1 Geld 687 1 DiagBox1 ? No_SSI 0 NA 0 0
1 vy8 6581324 31 No-SSI 1 Metro 655 2 DiagBox1 "om afval niet op andere manier weg te halen" No_SSI 1 1 0 9
1 vy8 6581324 31 No-SSI 1 Metro 655 2 DiagBox3 "meer plankton en dieren" No_SSI 1 3&4 0 4
1 vy8 6581324 31 No-SSI 1 Metro 655 2 DiagBox4 "nog meer zeedieren" No_SSI 1 4 0 3
1 vy8 6581324 31 No-SSI 1 Metro 655 2 DiagBox2 "kunstmatig rif" No_SSI 1 2 0 2
1 vy8 6581324 31 No-SSI 1 Beton 628 3 DiagBox2 "sinds 1965 moet je een .... certificaat hebben om beton te verkopen" No_SSI 0 NA 1 11
1 vy8 6581324 31 No-SSI 1 Beton 628 3 DiagBox3 "door klimaat krimpt het beton" No_SSI 0 3 0 5
1 vy8 6581324 31 No-SSI 1 Beton 628 3 DiagBox4 "gebouwen worden kleiner" No_SSI 1 3 0 3
1 vy8 6581324 31 No-SSI 1 Beton 628 3 DiagBox1 "ook al vroeger werd beton gebruikt om gebouwen te maken" No_SSI 0 NA 1 10
1 vy8 6581324 31 No-SSI 2 Muziek 680 4 DiagBox1 "beter geheugen" No_SSI 0 3 1 2
1 vy8 6581324 31 No-SSI 2 Muziek 680 4 DiagBox2 "mensen met alzheimers herinneren zich dingen" No_SSI 0 3 0 6
1 vy8 6581324 31 No-SSI 2 Muziek 680 4 DiagBox3 "hoger iq" No_SSI 1 4 0 2
1 vy8 6581324 31 No-SSI 2 Muziek 680 4 DiagBox4 "denkt beter" No_SSI 0 NA 1 2
1 vy8 6581324 31 No-SSI 2 Suez 686 5 DiagBox2 "dat maakte de reis 40% langer dan hij nu is" No_SSI 0 0 1 10
1 vy8 6581324 31 No-SSI 2 Suez 686 5 DiagBox3 "toen wouden ze de suezkanaal maken" No_SSI 1 4 0 6
1 vy8 6581324 31 No-SSI 2 Suez 686 5 DiagBox4 "en hij was geopend in 1869" No_SSI 0 NA 1 6
1 vy8 6581324 31 No-SSI 2 Suez 686 5 DiagBox1 "vroeger moest handel vaak langs europa" No_SSI 0 NA 1 6
1 vy8 6581324 31 No-SSI 2 Botox 714 6 DiagBox3 "het kan rimpels verwijderen en gezichtsuitdrukkingen veranderen" No_SSI 2 3&4 0 7
1 vy8 6581324 31 No-SSI 2 Botox 714 6 DiagBox4 "het effect draagt af binnen 1-6 maanden" No_SSI 0 NA 1 8
1 vy8 6581324 31 No-SSI 2 Botox 714 6 DiagBox2 "het word gebruikt voor plactische chirurgie" No_SSI NA NA 0 6
1 vy8 6581324 31 No-SSI 2 Botox 714 6 DiagBox1 "het word gemaakt door de bacterie ...." No_SSI 0 NA 1 6
1 vy8 6581325 24 No-SSI 1 Metro 500 1 DiagBox1 "minder metro wagons" No_SSI 0 NA 1 3
1 vy8 6581325 24 No-SSI 1 Metro 500 1 DiagBox3 "minder metro wagons op de bodem van de zee" No_SSI 0 NA 1 9
1 vy8 6581325 24 No-SSI 1 Metro 500 1 DiagBox4 "beter voor het milieu" No_SSI 0 NA 1 4
1 vy8 6581325 24 No-SSI 1 Metro 500 1 DiagBox2 ? No_SSI 0 NA 0 0
1 vy8 6581325 24 No-SSI 1 Muziek 505 2 DiagBox1 "maakt je slimmer" No_SSI 1 4 0 3
1 vy8 6581325 24 No-SSI 1 Muziek 505 2 DiagBox2 "beter geheugen" No_SSI 1 3 0 2
1 vy8 6581325 24 No-SSI 1 Muziek 505 2 DiagBox3 "hoger IQ" No_SSI 0 4 0 2
1 vy8 6581325 24 No-SSI 1 Muziek 505 2 DiagBox4 "beter inzicht voor wiskundesommen" No_SSI 1 2 0 4
1 vy8 6581325 24 No-SSI 1 Geld 513 3 DiagBox2 "mensen winnen een loterij" No_SSI NA NA 0 4
1 vy8 6581325 24 No-SSI 1 Geld 513 3 DiagBox3 "mensen geven het geld uit aan luxe" No_SSI 0 NA 1 7
1 vy8 6581325 24 No-SSI 1 Geld 513 3 DiagBox4 "geld raakt op" No_SSI 0 NA 1 3
1 vy8 6581325 24 No-SSI 1 Geld 513 3 DiagBox1 "mensen willen gelukkig worden door geld" No_SSI 0 NA 1 6
1 vy8 6581325 24 No-SSI 2 Suez 606 4 DiagBox2 "een minder fijne handelsroute" No_SSI 0 2 1 4
1 vy8 6581325 24 No-SSI 2 Suez 606 4 DiagBox3 "een grote omweg langs heel Afrika" No_SSI 1 2 0 6
1 vy8 6581325 24 No-SSI 2 Suez 606 4 DiagBox4 "het suezkanaal verbindt deze 2 oceanen" No_SSI 1 1 0 6
1 vy8 6581325 24 No-SSI 2 Suez 606 4 DiagBox1 "2 aparte oceanen" No_SSI 0 NA 1 3
1 vy8 6581325 24 No-SSI 2 Botox 595 5 DiagBox3 "je lijkt jonger" No_SSI 1 3 0 3
1 vy8 6581325 24 No-SSI 2 Botox 595 5 DiagBox4 "impulsieve gezichtsuitdrukkingen" No_SSI 0 4 1 2
1 vy8 6581325 24 No-SSI 2 Botox 595 5 DiagBox2 "minder rimpels" No_SSI 1 2 0 2
1 vy8 6581325 24 No-SSI 2 Botox 595 5 DiagBox1 "die huidt verlamd" No_SSI 0 1 1 3
1 vy8 6581325 24 No-SSI 2 Beton 552 6 DiagBox2 "warmte komt vrij" No_SSI 0 NA 1 3
1 vy8 6581325 24 No-SSI 2 Beton 552 6 DiagBox3 "lift wordt oververhit" No_SSI 0 NA 1 3
1 vy8 6581325 24 No-SSI 2 Beton 552 6 DiagBox4 "liften krimpen" No_SSI 0 4 1 2
1 vy8 6581325 24 No-SSI 2 Beton 552 6 DiagBox1 "beton krimpt door centrale verwarmingen" No_SSI 2 1&3 0 5
1 vy8 6581326 13.2 No-SSI 1 Suez 324 1 DiagBox2 "de routes werden korter" No_SSI 0 Given 1 4
1 vy8 6581326 13.2 No-SSI 1 Suez 324 1 DiagBox3 "er kan meer worden verscheept in een kortere tijd" No_SSI 0 NA 1 9
1 vy8 6581326 13.2 No-SSI 1 Suez 324 1 DiagBox4 "het is minder gevaarlijk" No_SSI 0 NA 1 4
1 vy8 6581326 13.2 No-SSI 1 Suez 324 1 DiagBox1 "het suezkanaal wordt gemaakt voor de handel" No_SSI 1 4 0 7
1 vy8 6581326 13.2 No-SSI 1 Beton 328 2 DiagBox2 "dan kunnen ze instorten" No_SSI 0 NA 1 4
1 vy8 6581326 13.2 No-SSI 1 Beton 328 2 DiagBox3 "er moet hulp komen" No_SSI 0 NA 1 4
1 vy8 6581326 13.2 No-SSI 1 Beton 328 2 DiagBox4 "er kunnen gewonden zijn" No_SSI 0 NA 1 4
1 vy8 6581326 13.2 No-SSI 1 Beton 328 2 DiagBox1 "gebouwen worden minder sterk" No_SSI 0 NA 1 4
1 vy8 6581326 13.2 No-SSI 1 Muziek 328 3 DiagBox1 "je wordt er slimmer van" No_SSI 1 4 0 5
1 vy8 6581326 13.2 No-SSI 1 Muziek 328 3 DiagBox2 "je haalt betere cijfers" No_SSI 0 NA 1 4
1 vy8 6581326 13.2 No-SSI 1 Muziek 328 3 DiagBox3 "je wordt muzikaler" No_SSI 0 NA 1 3
1 vy8 6581326 13.2 No-SSI 1 Muziek 328 3 DiagBox4 "je doet het beter in het leven" No_SSI 0 NA 1 7
1 vy8 6581326 13.2 No-SSI 2 Botox 285 4 DiagBox3 ? No_SSI 0 NA 0 0
1 vy8 6581326 13.2 No-SSI 2 Botox 285 4 DiagBox4 ? No_SSI 0 NA 0 0
1 vy8 6581326 13.2 No-SSI 2 Botox 285 4 DiagBox2 ? No_SSI 0 NA 0 0
1 vy8 6581326 13.2 No-SSI 2 Botox 285 4 DiagBox1 "je wordt ziek" No_SSI 0 NA 1 3
1 vy8 6581326 13.2 No-SSI 2 Metro 279 5 DiagBox1 ? No_SSI 0 NA 0 0
1 vy8 6581326 13.2 No-SSI 2 Metro 279 5 DiagBox3 "het trekt vissen aan" No_SSI 1 4 0 4
1 vy8 6581326 13.2 No-SSI 2 Metro 279 5 DiagBox4 ? No_SSI 0 NA 0 0
1 vy8 6581326 13.2 No-SSI 2 Metro 279 5 DiagBox2 "er onstaat een kunstmatig rif" No_SSI 1 2 0 5
1 vy8 6581326 13.2 No-SSI 2 Geld 228 6 DiagBox2 "je bent gelukkig" No_SSI 1 2 0 3
1 vy8 6581326 13.2 No-SSI 2 Geld 228 6 DiagBox3 "je wordt minder gelukkig" No_SSI NA NA 0 4
1 vy8 6581326 13.2 No-SSI 2 Geld 228 6 DiagBox4 "je bent ongelukkig" No_SSI NA NA 0 3
1 vy8 6581326 13.2 No-SSI 2 Geld 228 6 DiagBox1 "je wint de loterij" No_SSI NA NA 0 4
1 vy8 6581328 22.6166666666667 SSI 1 Beton 514 1 DiagBox2 "Door de verwarming droogt het uit" Juist 2 1&2 0 6
1 vy8 6581328 22.6166666666667 SSI 1 Beton 514 1 DiagBox3 "HEt gebouw krimpt" Juist 1 3 0 3
1 vy8 6581328 22.6166666666667 SSI 1 Beton 514 1 DiagBox4 "De lift komt vast te zitten" Juist 1 4 0 6
1 vy8 6581328 22.6166666666667 SSI 1 Beton 514 1 DiagBox1 "Je bouwt een gebouw van beton" "Ingevuld maar onjuist" NA NA 0 6
1 vy8 6581328 22.6166666666667 SSI 1 Muziek 552 2 DiagBox1 "Leert de hersenen Geheugen koppelen aan muziek" "Ingevuld maar onjuist" 1 3 0 7
1 vy8 6581328 22.6166666666667 SSI 1 Muziek 552 2 DiagBox2 "Je wordt er slimmer van" Juist 1 4 0 5
1 vy8 6581328 22.6166666666667 SSI 1 Muziek 552 2 DiagBox3 "Mensen met alzheimer Kunnen er weer dingen door herinneren" Juist 0 3 0 9
1 vy8 6581328 22.6166666666667 SSI 1 Muziek 552 2 DiagBox4 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581328 22.6166666666667 SSI 1 Geld 572 3 DiagBox2 "Je krijgt veel geld" "Ingevuld maar onjuist" 0 NA 1 4
1 vy8 6581328 22.6166666666667 SSI 1 Geld 572 3 DiagBox3 "Je went er weer aan" Juist 1 3 0 5
1 vy8 6581328 22.6166666666667 SSI 1 Geld 572 3 DiagBox4 "En dan wil je meer" "Ingevuld maar onjuist" 1 4 0 5
1 vy8 6581328 22.6166666666667 SSI 1 Geld 572 3 DiagBox1 "Mensen worden blij als iets nieuw is" "Ingevuld maar onjuist" 1 2 0 7
1 vy8 6581328 22.6166666666667 SSI 2 Botox 457 4 DiagBox3 "Je lijkt jonger" No_SSI 1 3 0 3
1 vy8 6581328 22.6166666666667 SSI 2 Botox 457 4 DiagBox4 "Ook een medicijn tegen spiertrekjes" No_SSI 1 1 0 5
1 vy8 6581328 22.6166666666667 SSI 2 Botox 457 4 DiagBox2 "Er zijn door een verkeerde dosering wel eens  28 mensen overleden!" No_SSI 0 NA 1 11
1 vy8 6581328 22.6166666666667 SSI 2 Botox 457 4 DiagBox1 "Dat komt omdat het eigenlijk een gif is gemaakt door een bacterie." No_SSI 0 NA 1 12
1 vy8 6581328 22.6166666666667 SSI 2 Metro 476 5 DiagBox1 "De wagons hoefden niet meer gesloopt te worden" No_SSI 1 1 0 8
1 vy8 6581328 22.6166666666667 SSI 2 Metro 476 5 DiagBox3 "Er leven wel 400 keer meer plankton en zeefauna" No_SSI 1 3&4 0 9
1 vy8 6581328 22.6166666666667 SSI 2 Metro 476 5 DiagBox4 "Dat trekt weer grotere vissen zoals makrelen" No_SSI 1 4 0 7
1 vy8 6581328 22.6166666666667 SSI 2 Metro 476 5 DiagBox2 "Het werd een kunstmatig koraal" No_SSI 1 2 0 5
1 vy8 6581328 22.6166666666667 SSI 2 Suez 455 6 DiagBox2 "Tussen 2 zeeen  was een woestijn" No_SSI 1 1 0 6
1 vy8 6581328 22.6166666666667 SSI 2 Suez 455 6 DiagBox3 "Daarom moesten mensen omvaren" No_SSI 1 2 0 4
1 vy8 6581328 22.6166666666667 SSI 2 Suez 455 6 DiagBox4 "Er werd een kanaal tussen gegraven" No_SSI 1 4 0 6
1 vy8 6581328 22.6166666666667 SSI 2 Suez 455 6 DiagBox1 ? No_SSI 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 1 Geld 632 1 DiagBox2 "maar als je geld hebt wil je alleen maar meer" "Ingevuld maar onjuist" 1 4 0 10
1 vy8 6581333 21.3166666666667 SSI 1 Geld 632 1 DiagBox3 "je bent niet tevreden" Juist 0 4 0 4
1 vy8 6581333 21.3166666666667 SSI 1 Geld 632 1 DiagBox4 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 1 Geld 632 1 DiagBox1 "je hebt geld niet nodig" Juist 0 NA 1 5
1 vy8 6581333 21.3166666666667 SSI 1 Muziek 615 2 DiagBox1 "traint je brein" Juist 1 1 0 3
1 vy8 6581333 21.3166666666667 SSI 1 Muziek 615 2 DiagBox2 "betere iq" Juist 1 4 0 2
1 vy8 6581333 21.3166666666667 SSI 1 Muziek 615 2 DiagBox3 "beter in wiskunde sommen" Juist 1 2 0 4
1 vy8 6581333 21.3166666666667 SSI 1 Muziek 615 2 DiagBox4 "kan sneller leren" "Ingevuld maar onjuist" 0 3&4 1 3
1 vy8 6581333 21.3166666666667 SSI 1 Metro 621 3 DiagBox1 "kunstmatig rif" Juist 1 2 0 2
1 vy8 6581333 21.3166666666667 SSI 1 Metro 621 3 DiagBox3 "betere zee" "Ingevuld maar onjuist" 0 NA 1 2
1 vy8 6581333 21.3166666666667 SSI 1 Metro 621 3 DiagBox4 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 1 Metro 621 3 DiagBox2 "de bodem nu 400 maal zo groot" Juist 0 NA 1 7
1 vy8 6581333 21.3166666666667 SSI 2 Suez 313 4 DiagBox2 "er was een woestijn tussen de twee zeeen" No_SSI 1 1 0 8
1 vy8 6581333 21.3166666666667 SSI 2 Suez 313 4 DiagBox3 "er werd een kanaal gegraven" No_SSI 1 4 0 5
1 vy8 6581333 21.3166666666667 SSI 2 Suez 313 4 DiagBox4 "toen de kanaal klaar was kon je veel makkelijker met je schip erlangs" No_SSI 0 NA 1 13
1 vy8 6581333 21.3166666666667 SSI 2 Suez 313 4 DiagBox1 "handelaars konden niet makkelijk door" No_SSI 0 NA 1 5
1 vy8 6581333 21.3166666666667 SSI 2 Beton 315 5 DiagBox2 > No_SSI 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 2 Beton 315 5 DiagBox3 ? No_SSI 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 2 Beton 315 5 DiagBox4 ? No_SSI 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 2 Beton 315 5 DiagBox1 ? No_SSI 0 NA 0 0
1 vy8 6581333 21.3166666666667 SSI 2 Botox 257 6 DiagBox3 "je huid word er gladder van" No_SSI 1 2 0 6
1 vy8 6581333 21.3166666666667 SSI 2 Botox 257 6 DiagBox4 "het helpt je met een medische klacht bijvoorld  te hard knipperen
" No_SSI 1 1 0 11
1 vy8 6581333 21.3166666666667 SSI 2 Botox 257 6 DiagBox2 "het word gebruikt in de plastische chirurgie" No_SSI 1 NA 0 7
1 vy8 6581333 21.3166666666667 SSI 2 Botox 257 6 DiagBox1 ? No_SSI 0 NA 0 0
1 vy8 6581334 24.2333333333333 SSI 1 Metro 626 1 DiagBox1 "28 waren er gezonken" "Ingevuld maar onjuist" 0 NA 1 4
1 vy8 6581334 24.2333333333333 SSI 1 Metro 626 1 DiagBox3 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581334 24.2333333333333 SSI 1 Metro 626 1 DiagBox4 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581334 24.2333333333333 SSI 1 Metro 626 1 DiagBox2 "de oceanen zijn 4 tot 3 km diep" "Ingevuld maar onjuist" 0 NA 1 8
1 vy8 6581334 24.2333333333333 SSI 1 Geld 627 2 DiagBox2 "je geeft meer geld uit om gelukig te zijn" "Ingevuld maar onjuist" 0 NA 1 9
1 vy8 6581334 24.2333333333333 SSI 1 Geld 627 2 DiagBox3 "je gaat steeds meer uitgeven" Juist 0 NA 1 5
1 vy8 6581334 24.2333333333333 SSI 1 Geld 627 2 DiagBox4 "je wordt arm" Juist 0 NA 1 3
1 vy8 6581334 24.2333333333333 SSI 1 Geld 627 2 DiagBox1 "je hebt veel een lotterij gewonnen" "Ingevuld maar onjuist" NA NA 0 6
1 vy8 6581334 24.2333333333333 SSI 1 Botox 602 3 DiagBox3 "het gaat na een paar maanden weer weg" "Ingevuld maar onjuist" 0 NA 1 8
1 vy8 6581334 24.2333333333333 SSI 1 Botox 602 3 DiagBox4 ? "Niet ingevuld" 0 NA 0 0
1 vy8 6581334 24.2333333333333 SSI 1 Botox 602 3 DiagBox2 "de zenuwen worden geblokkeert" Juist 0 0 1 4
1 vy8 6581334 24.2333333333333 SSI 1 Botox 602 3 DiagBox1 "je gaat er jonger uit zien" "Ingevuld maar onjuist" 1 3 0 6
1 vy8 6581334 24.2333333333333 SSI 2 Suez 421 4 DiagBox2 ? No_SSI 0 NA 0 0
1 vy8 6581334 24.2333333333333 SSI 2 Suez 421 4 DiagBox3 "?
" No_SSI 0 NA 0 0
1 vy8 6581334 24.2333333333333 SSI 2 Suez 421 4 DiagBox4 "er werd een route gegraven er door heen" No_SSI 1 4 0 8
1 vy8 6581334 24.2333333333333 SSI 2 Suez 421 4 DiagBox1 "handelschepen moesten een verre reis maken" No_SSI 1 2 0 6
1 vy8 6581334 24.2333333333333 SSI 2 Beton 413 5 DiagBox2 "de verwarming is warm waardoor het beton krimpt" No_SSI 1 1&3 0 8
1 vy8 6581334 24.2333333333333 SSI 2 Beton 413 5 DiagBox3 "het gebouw krimpt" No_SSI 1 3 0 3
1 vy8 6581334 24.2333333333333 SSI 2 Beton 413 5 DiagBox4 "de lift gaat niet meer goed" No_SSI 1 4 0 6
1 vy8 6581334 24.2333333333333 SSI 2 Beton 413 5 DiagBox1 "er wordt een betonnen gebouw gmaakt" No_SSI NA NA 0 6
1 vy8 6581334 24.2333333333333 SSI 2 Muziek 404 6 DiagBox1 "je ontwikkelt drie plekken in je hersen" No_SSI 1 NA 0 7
1 vy8 6581334 24.2333333333333 SSI 2 Muziek 404 6 DiagBox2 "het helpt bij wikunde met breuken" No_SSI 1 2 0 6
1 vy8 6581334 24.2333333333333 SSI 2 Muziek 404 6 DiagBox3 "je kan beter in beelden denken" No_SSI 0 NA 1 6
1 vy8 6581334 24.2333333333333 SSI 2 Muziek 404 6 DiagBox4 "?
" No_SSI 0 NA 0 0
1 vy8 6581354 29.8833333333333 No-SSI 1 Geld 706 1 DiagBox2 "Famillie en maatschappij wel" No_SSI NA NA 0 4
1 vy8 6581354 29.8833333333333 No-SSI 1 Geld 706 1 DiagBox3 "economie niet." No_SSI 0 NA 1 2
1 vy8 6581354 29.8833333333333 No-SSI 1 Geld 706 1 DiagBox4 "ze hebben onderzoek gedaan maar omdat je bij geld steeds meer wilt word je niet gelukkig" No_SSI 2 3&4 0 16
1 vy8 6581354 29.8833333333333 No-SSI 1 Geld 706 1 DiagBox1 "Onderzoekers zeggen dat geld niet gelukkig maakt." No_SSI 0 NA 1 7
1 vy8 6581354 29.8833333333333 No-SSI 1 Beton 712 2 DiagBox2 "betonnen gebouwen drogen uit" No_SSI 1 2 0 4
1 vy8 6581354 29.8833333333333 No-SSI 1 Beton 712 2 DiagBox3 "Betonnen gebouwen krimpen" No_SSI 0 3 0 3
1 vy8 6581354 29.8833333333333 No-SSI 1 Beton 712 2 DiagBox4 "De lift is te groot voor het gebouw omdat het gebouw is gekrompen" No_SSI 2 3&4 0 13
1 vy8 6581354 29.8833333333333 No-SSI 1 Beton 712 2 DiagBox1 "betonnen gebouwen hebben verwarming" No_SSI 1 1 0 4
1 vy8 6581354 29.8833333333333 No-SSI 1 Muziek 719 3 DiagBox1 "volgens onderzoek maakt muziek slimmer" No_SSI 1 4 0 5
1 vy8 6581354 29.8833333333333 No-SSI 1 Muziek 719 3 DiagBox2 "Je bent dan bezig met meerdere kamers in je hersenen" No_SSI 1 1 0 10
1 vy8 6581354 29.8833333333333 No-SSI 1 Muziek 719 3 DiagBox3 "Je kan dan beter onthouden" No_SSI 1 3 0 5
1 vy8 6581354 29.8833333333333 No-SSI 1 Muziek 719 3 DiagBox4 "Leerlingen die een instrument spelen zijn vaak slimmer" No_SSI 0 4 1 8
1 vy8 6581354 29.8833333333333 No-SSI 2 Suez 632 4 DiagBox2 "Het gaat door een woestijn" No_SSI 0 NA 1 5
1 vy8 6581354 29.8833333333333 No-SSI 2 Suez 632 4 DiagBox3 ? No_SSI 0 NA 0 0
1 vy8 6581354 29.8833333333333 No-SSI 2 Suez 632 4 DiagBox4 "ze graven de suezkanaal om een kortere route te maken" No_SSI 1 4 0 10
1 vy8 6581354 29.8833333333333 No-SSI 2 Suez 632 4 DiagBox1 "De route tussen de atlantische zee en de Indische zee is lang" No_SSI 1 2 0 12
1 vy8 6581354 29.8833333333333 No-SSI 2 Botox 588 5 DiagBox3 "Ze gebruiken het om rimpels weg te halen" No_SSI 1 2 0 8
1 vy8 6581354 29.8833333333333 No-SSI 2 Botox 588 5 DiagBox4 "Ze gebruiken het om lippen te vullen" No_SSI 0 NA 1 7
1 vy8 6581354 29.8833333333333 No-SSI 2 Botox 588 5 DiagBox2 "het word ook toegestaan voor de schoonheidspecailist" No_SSI 0 NA 1 7
1 vy8 6581354 29.8833333333333 No-SSI 2 Botox 588 5 DiagBox1 "het word gebruikt in het Ziekenhuis" No_SSI 0 NA 1 6
1 vy8 6581354 29.8833333333333 No-SSI 2 Metro 532 6 DiagBox1 "Ze hoeven niet meer anders verwerkt te worden" No_SSI 1 1 0 8
1 vy8 6581354 29.8833333333333 No-SSI 2 Metro 532 6 DiagBox3 ? No_SSI 0 NA 0 0
1 vy8 6581354 29.8833333333333 No-SSI 2 Metro 532 6 DiagBox4 "Er zijn meer vissen" No_SSI 1 4 0 4
1 vy8 6581354 29.8833333333333 No-SSI 2 Metro 532 6 DiagBox2 "Ze worden gebruikt als rif" No_SSI 1 2 0 5
1 vy8 6581363 21.0666666666667 SSI 1 Botox 427 1 DiagBox3 "je kan overlijden bij overdose" "Ingevuld maar onjuist" NA NA 0 5
1 vy8 6581363 21.0666666666667 SSI 1 Botox 427 1 DiagBox4 "je kan makkelijker plastische chirurgie doen en andere problemen oplossen" "Ingevuld maar onjuist" 0 NA 1 10
1 vy8 6581363 21.0666666666667 SSI 1 Botox 427 1 DiagBox2 "je spieren worden verlamd" "Ingevuld maar onjuist" 0 1 1 4
1 vy8 6581363 21.0666666666667 SSI 1 Botox 427 1 DiagBox1 "je spieren kunnen zich niet samenspannen" Juist 1 1 0 6
1 vy8 6581363 21.0666666666667 SSI 1 Muziek 472 2 DiagBox1 "er wordt een groot deel van de hersenen gebruikt" Juist 0 1 1 9
1 vy8 6581363 21.0666666666667 SSI 1 Muziek 472 2 DiagBox2 "je IQ wordt hoger" Juist 1 4 0 4
1 vy8 6581363 21.0666666666667 SSI 1 Muziek 472 2 DiagBox3 "je krijgt een beter ruimtelijk inzicht" Juist 1 2 0 6
1 vy8 6581363 21.0666666666667 SSI 1 Muziek 472 2 DiagBox4 "muziek kan helpen dingen te onthouden" Juist 1 3 0 6
1 vy8 6581363 21.0666666666667 SSI 1 Metro 442 3 DiagBox1 "afval hoeft niet op een andere manier verwerkt te worden" Juist 1 1 0 10
1 vy8 6581363 21.0666666666667 SSI 1 Metro 442 3 DiagBox3 "er komt plankton en zeefaune" Juist 1 3&4 0 5
1 vy8 6581363 21.0666666666667 SSI 1 Metro 442 3 DiagBox4 "er komen andere vissen naartoe" Juist 1 4 0 5
1 vy8 6581363 21.0666666666667 SSI 1 Metro 442 3 DiagBox2 "er komt een kunstmatige rif" Juist 1 2 0 5
1 vy8 6581363 21.0666666666667 SSI 2 Geld 462 4 DiagBox2 "als je rijk bent ben je maar kort echt gelukkig" No_SSI 1 4 0 10
1 vy8 6581363 21.0666666666667 SSI 2 Geld 462 4 DiagBox3 "je wilt steeds meer geld" No_SSI 0 4 0 5
1 vy8 6581363 21.0666666666667 SSI 2 Geld 462 4 DiagBox4 "je went aan de rijkdom" No_SSI 0 3 0 5
1 vy8 6581363 21.0666666666667 SSI 2 Geld 462 4 DiagBox1 "de mens went snel aan geluk of ongeluk" No_SSI 1 3 0 8
1 vy8 6581363 21.0666666666667 SSI 2 Suez 442 5 DiagBox2 "mensen vonden dat het korter moest" No_SSI 1 3 0 6
1 vy8 6581363 21.0666666666667 SSI 2 Suez 442 5 DiagBox3 "ze maakten een kanaal om  Jeddah met Rotterdam te verbinden" No_SSI 1 4 0 10
1 vy8 6581363 21.0666666666667 SSI 2 Suez 442 5 DiagBox4 "nu hoeven schepen niet helemaal om Afrika heen" No_SSI 0 2 0 8
1 vy8 6581363 21.0666666666667 SSI 2 Suez 442 5 DiagBox1 "je moet helemaal rond afrika om van Jeddah naar Rotterdam te komen" No_SSI 1 2 0 12
1 vy8 6581363 21.0666666666667 SSI 2 Beton 424 6 DiagBox2 "door een centrale verwarming droogt beton op" No_SSI 1 1&2 0 7
1 vy8 6581363 21.0666666666667 SSI 2 Beton 424 6 DiagBox3 "doordat het opdroogt krimpt beton" No_SSI 1 2&3 0 5
1 vy8 6581363 21.0666666666667 SSI 2 Beton 424 6 DiagBox4 "het gebouw wordt kleiner" No_SSI 1 3 0 4
1 vy8 6581363 21.0666666666667 SSI 2 Beton 424 6 DiagBox1 "veel gebouwen worden gemaakt van beton" No_SSI NA NA 0 6
1 W1G 6588682 20.75 SSI 1 Muziek 479 1 DiagBox1 "maakt je slimmer" "Ingevuld maar onjuist" 1 4 0 3
