Experiment Class_ID Participant_Private_ID Time_On_Task Condition Phase Trial Time_On_Trial Trial_Number Zone_Name Diagramming DiagramStudySS Correct_Points Element_Number Commission Word_Count
2 oHY 7658878 32.0166666666667 SSI 1 Suez 282 2 DiagBox1 "schepen mosten om continent afrika heen varen" Juist 1 2 0 7
2 oHY 7658878 32.0166666666667 SSI 1 Muziek 270 3 DiagBox1 ? "Niet ingevuld" 0 NA 0 0
2 oHY 7658878 32.0166666666667 SSI 1 Muziek 270 3 DiagBox2 "kan ze makkelijker herineren" Juist 1 3 0 4
2 oHY 7658878 32.0166666666667 SSI 1 Muziek 270 3 DiagBox3 "hoger iq" Juist 1 4 0 2
2 oHY 7658878 32.0166666666667 SSI 1 Muziek 270 3 DiagBox4 "is handig voor wiskundeopgaven" Juist 1 2 0 4
2 oHY 7658878 32.0166666666667 SSI 2 Metro 205 4 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658878 32.0166666666667 SSI 2 Metro 205 4 DiagBox3 "daar kunnen plankton en alle andere dieren goed leven" No_SSI 1 3&4 0 9
2 oHY 7658878 32.0166666666667 SSI 2 Metro 205 4 DiagBox4 "andere vissin worden aangetrokken" No_SSI 1 4 0 4
2 oHY 7658878 32.0166666666667 SSI 2 Metro 205 4 DiagBox2 "de rode metrowagens zorgden voor een kunstmatige riëf" No_SSI 1 2 0 8
2 oHY 7658878 32.0166666666667 SSI 2 Beton 127 5 DiagBox2 "wordt gedroogd" No_SSI 1 2 0 2
2 oHY 7658878 32.0166666666667 SSI 2 Beton 127 5 DiagBox3 "gaat daardoor krimepen" No_SSI 1 3 0 3
2 oHY 7658878 32.0166666666667 SSI 2 Beton 127 5 DiagBox4 "liftis te groot voor gebouw nu" No_SSI 1 4 0 6
2 oHY 7658878 32.0166666666667 SSI 2 Beton 127 5 DiagBox1 "steen heeft een certificaat nodig" No_SSI 0 NA 1 5
2 oHY 7658878 32.0166666666667 SSI 2 Geld 122 6 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658878 32.0166666666667 SSI 2 Geld 122 6 DiagBox3 "mensen raken snel verwent aan luxe" No_SSI 1 3 0 6
2 oHY 7658878 32.0166666666667 SSI 2 Geld 122 6 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658878 32.0166666666667 SSI 2 Geld 122 6 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Metro NA 1 DiagBox1 "minder afval" No_SSI 1 1 0 2
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Metro NA 1 DiagBox3 "er komt meer plankton" No_SSI 1 3 0 4
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Metro NA 1 DiagBox4 "plankton trekt vissen aan" No_SSI 1 2&3 0 4
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Metro NA 1 DiagBox2 "groter leefgebied voor dieren" No_SSI 1 2 0 4
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Muziek NA 2 DiagBox1 "je word slimmer in dingen onthouden/oplossen/herrinneren" No_SSI 0 2&3&4 1 8
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Muziek NA 2 DiagBox2 "je kan door muziek herinneringen ophalen" No_SSI 1 3 0 6
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Muziek NA 2 DiagBox3 "je kan als je muziek leert te spelen beter wiskunde doen" No_SSI 1 2 0 11
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Muziek NA 2 DiagBox4 "mesnen die een muziekinstrument bespelen haren een hoger iq" No_SSI 1 4 0 9
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Suez NA 3 DiagBox2 "er werd bedacht dat er een kortere weg kon komen" No_SSI 1 3 0 10
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Suez NA 3 DiagBox3 "een oostenrijkse ingenieur bedacht het suezkanaal" No_SSI 0 3 1 6
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Suez NA 3 DiagBox4 "het werd gegraven en toen was er een handelskanaal" No_SSI 1 4 0 9
2 oHY 7658880 19.4166666666667 Diagramming-Only 1 Suez NA 3 DiagBox1 "het duurde te lang om te varen naar et midden oosten" No_SSI 1 2 0 11
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Geld NA 4 DiagBox2 "omdat mensen niet te lang niet op gevaar kunnen focussen in het geluk moment heel kort" No_SSI 2 1&2 0 16
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Geld NA 4 DiagBox3 "mensen zoeken geluk in geld of alchohol" No_SSI 0 NA 1 7
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Geld NA 4 DiagBox4 "je hebt steeds meer nodig om gelukkig te worden" No_SSI 1 4 0 9
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Geld NA 4 DiagBox1 "mensen winnen een loterij" No_SSI 1 NA 0 4
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Beton NA 5 DiagBox2 "je had eerst nog geen komo certificaat nodig" No_SSI 0 NA 1 8
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Beton NA 5 DiagBox3 "door de centrale verwarming droogt beton uit" No_SSI 2 1&2 0 7
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Beton NA 5 DiagBox4 "beton krimpt als het uitdroogt" No_SSI 1 2&3 0 5
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Beton NA 5 DiagBox1 "er worden betonnen gebouwen gebouwt" No_SSI 0 NA 1 5
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Botox NA 6 DiagBox3 "je kan het gebruiken om rimpels eg te halen" No_SSI 1 2 0 9
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Botox NA 6 DiagBox4 "je kan het gebruiken als je last heb van spieraantrekkingen" No_SSI 0 1 1 10
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Botox NA 6 DiagBox2 "je kan het voor verschillende dingen gebruiken" No_SSI 0 NA 1 7
2 oHY 7658880 19.4166666666667 Diagramming-Only 2 Botox NA 6 DiagBox1 "de spieren worden verdoofd" No_SSI 1 1 0 4
2 oHY 7658882 19.3166666666667 No-SSI 1 Metro 196 1 DiagBox1 "je hoeft het afval niet te verwerken" No_SSI 1 1 0 7
2 oHY 7658882 19.3166666666667 No-SSI 1 Metro 196 1 DiagBox3 "meer plankton en zeeplanten" No_SSI 1 3 0 4
2 oHY 7658882 19.3166666666667 No-SSI 1 Metro 196 1 DiagBox4 "meer levende organismen" No_SSI 1 4 0 3
2 oHY 7658882 19.3166666666667 No-SSI 1 Metro 196 1 DiagBox2 "het komt op de zeebodem en bied meer beschutting" No_SSI 1 2 0 9
2 oHY 7658882 19.3166666666667 No-SSI 1 Suez 123 2 DiagBox2 "ze gingen graven" No_SSI 0 NA 1 3
2 oHY 7658882 19.3166666666667 No-SSI 1 Suez 123 2 DiagBox3 "er kwam een kanaal" No_SSI 1 4 0 4
2 oHY 7658882 19.3166666666667 No-SSI 1 Suez 123 2 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658882 19.3166666666667 No-SSI 1 Suez 123 2 DiagBox1 "er was een woestijn" No_SSI 1 1 0 4
2 oHY 7658882 19.3166666666667 No-SSI 1 Beton 123 3 DiagBox2 "er is een verwarming" No_SSI 1 1 0 4
2 oHY 7658882 19.3166666666667 No-SSI 1 Beton 123 3 DiagBox3 "het beton droogt uit en krimpt" No_SSI 2 2&3 0 6
2 oHY 7658882 19.3166666666667 No-SSI 1 Beton 123 3 DiagBox4 "de lift gaat vasthangen" No_SSI 1 4 0 4
2 oHY 7658882 19.3166666666667 No-SSI 1 Beton 123 3 DiagBox1 "er worden gebouwen van beton gebouwd" No_SSI 0 NA 1 6
2 oHY 7658882 19.3166666666667 No-SSI 2 Muziek 149 4 DiagBox1 "een ander deel van de hersenen trainen/gebruiken" No_SSI 1 1 0 8
2 oHY 7658882 19.3166666666667 No-SSI 2 Muziek 149 4 DiagBox2 "je ontwikkelt meer, je IQ wordt hoger" No_SSI 1 4 0 7
2 oHY 7658882 19.3166666666667 No-SSI 2 Muziek 149 4 DiagBox3 "het helpt je dingen te herinneren" No_SSI 1 3 0 6
2 oHY 7658882 19.3166666666667 No-SSI 2 Muziek 149 4 DiagBox4 "het kan mensen met alzeimer helpen" No_SSI 0 3 1 6
2 oHY 7658882 19.3166666666667 No-SSI 2 Botox 84 5 DiagBox3 ? No_SSI 0 NA 0 0
2 oHY 7658882 19.3166666666667 No-SSI 2 Botox 84 5 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658882 19.3166666666667 No-SSI 2 Botox 84 5 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658882 19.3166666666667 No-SSI 2 Botox 84 5 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658882 19.3166666666667 No-SSI 2 Geld 76 6 DiagBox2 "je gebruikt het" No_SSI 1 NA 0 3
2 oHY 7658882 19.3166666666667 No-SSI 2 Geld 76 6 DiagBox3 "je raakt gewend aan de luxe" No_SSI 1 3 0 6
2 oHY 7658882 19.3166666666667 No-SSI 2 Geld 76 6 DiagBox4 "het wordt saai" No_SSI 0 3 1 3
2 oHY 7658882 19.3166666666667 No-SSI 2 Geld 76 6 DiagBox1 "je krijgt veel geld" No_SSI 1 NA 0 4
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Metro NA 1 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Metro NA 1 DiagBox3 "het wordt leefbaar voor dieren om daar te leven" No_SSI 1 2 0 9
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Metro NA 1 DiagBox4 "trekt veel zeedieren aan" No_SSI 1 4 0 4
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Metro NA 1 DiagBox2 "daardoor ontstaat plankton" No_SSI 1 3 0 3
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Beton NA 2 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Beton NA 2 DiagBox3 "Als beton uitdroogt trekt het zich naar elkaar toe" No_SSI 2 2&3 0 9
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Beton NA 2 DiagBox4 "Als door beton de ruimte voor een lift kleiner wordt" No_SSI 1 4 0 10
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Beton NA 2 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Geld NA 3 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Geld NA 3 DiagBox3 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Geld NA 3 DiagBox4 "omdat je snel went aan iets dat je fijn vindt" No_SSI 1 3 0 10
2 oHY 7658883 25.9666666666667 Diagramming-Only 1 Geld NA 3 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Muziek NA 4 DiagBox1 "maakt je slimmer, want je moet verschillende delen in je hersenen gebruiken" No_SSI 1 1&4 0 12
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Muziek NA 4 DiagBox2 "Daarom hebben mensen die muziek spelen vaak een hoger iq dan mensen die dat niet doen." No_SSI 1 4 0 16
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Muziek NA 4 DiagBox3 "Je kan er ook oude herineringen mee ophalen" No_SSI 1 3 0 8
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Muziek NA 4 DiagBox4 "Je bent beter in berekenen van ruimtelijke dingen" No_SSI 1 2 0 8
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Suez NA 5 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Suez NA 5 DiagBox3 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Suez NA 5 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Suez NA 5 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Botox NA 6 DiagBox3 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Botox NA 6 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Botox NA 6 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658883 25.9666666666667 Diagramming-Only 2 Botox NA 6 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 1 Suez 216 1 DiagBox2 "Er was altijd geen opening tussen de Indische Oceaan en die andere oceaan" No_SSI 1 1 0 13
2 oHY 7658884 20.7 No-SSI 1 Suez 216 1 DiagBox3 "Het Suezkanaal werd aangelegd" No_SSI 1 3 0 4
2 oHY 7658884 20.7 No-SSI 1 Suez 216 1 DiagBox4 "De schepen hoefden niet helemaal om het Afrikaanse continent" No_SSI 1 2 0 9
2 oHY 7658884 20.7 No-SSI 1 Suez 216 1 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 1 Botox 104 2 DiagBox3 "je gezichtsuitdrukking kan veranderen" No_SSI 1 4 0 4
2 oHY 7658884 20.7 No-SSI 1 Botox 104 2 DiagBox4 "je ziet er jonger uit" No_SSI 1 3 0 5
2 oHY 7658884 20.7 No-SSI 1 Botox 104 2 DiagBox2 "je kan botox ook gebruiken voor rimpels" No_SSI 1 2 0 7
2 oHY 7658884 20.7 No-SSI 1 Botox 104 2 DiagBox1 "sommige zenuwen kunnen verlammen" No_SSI 0 1 1 4
2 oHY 7658884 20.7 No-SSI 1 Metro 79 3 DiagBox1 "er kan geen koraal meer groeien" No_SSI 0 2 1 6
2 oHY 7658884 20.7 No-SSI 1 Metro 79 3 DiagBox3 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 1 Metro 79 3 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 1 Metro 79 3 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 2 Muziek 89 4 DiagBox1 "Er worden allemaal dingen in je hersenen aangezet" No_SSI 1 1 0 8
2 oHY 7658884 20.7 No-SSI 2 Muziek 89 4 DiagBox2 "Hoger scoren op een IQ test" No_SSI 1 4 0 6
2 oHY 7658884 20.7 No-SSI 2 Muziek 89 4 DiagBox3 "Je kan liedjes van vroeger herinneren" No_SSI 1 3 0 6
2 oHY 7658884 20.7 No-SSI 2 Muziek 89 4 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 2 Beton 180 5 DiagBox2 "Gebouwen van beton kunnen krimpen" No_SSI 1 3 0 5
2 oHY 7658884 20.7 No-SSI 2 Beton 180 5 DiagBox3 "dan wordt het gebouw kleiner dan dat hij oorspronkelijk was" No_SSI 0 3 1 10
2 oHY 7658884 20.7 No-SSI 2 Beton 180 5 DiagBox4 "de liften kunnen blijven hangen" No_SSI 1 4 0 5
2 oHY 7658884 20.7 No-SSI 2 Beton 180 5 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 2 Geld 196 6 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658884 20.7 No-SSI 2 Geld 196 6 DiagBox3 "mensen gingen snel aan de luxe" No_SSI 0 NA 1 6
2 oHY 7658884 20.7 No-SSI 2 Geld 196 6 DiagBox4 "die luxe heb je maar voor even" No_SSI 0 NA 1 7
2 oHY 7658884 20.7 No-SSI 2 Geld 196 6 DiagBox1 "je word gelukkig van je familie en de maatschappij" No_SSI 1 NA 0 9
2 oHY 7658885 21.0833333333333 No-SSI 1 Suez 133 1 DiagBox2 "iemand bedacht dat ze een kanaal moesten graven" No_SSI 1 3 0 8
2 oHY 7658885 21.0833333333333 No-SSI 1 Suez 133 1 DiagBox3 "de arbeiders graafde voor jaren." No_SSI 0 4 1 5
2 oHY 7658885 21.0833333333333 No-SSI 1 Suez 133 1 DiagBox4 "het kanaal werd geopend" No_SSI 1 4 0 4
2 oHY 7658885 21.0833333333333 No-SSI 1 Suez 133 1 DiagBox1 "de schepen moesten heel ver omvaren" No_SSI 1 2 0 6
2 oHY 7658885 21.0833333333333 No-SSI 1 Beton 134 2 DiagBox2 "door verwarming krimpt het beton" No_SSI 2 1&3 0 5
2 oHY 7658885 21.0833333333333 No-SSI 1 Beton 134 2 DiagBox3 "de gebouwen worden kleiner" No_SSI 0 3 0 4
2 oHY 7658885 21.0833333333333 No-SSI 1 Beton 134 2 DiagBox4 "de liften komen vast te zitten" No_SSI 1 4 0 6
2 oHY 7658885 21.0833333333333 No-SSI 1 Beton 134 2 DiagBox1 "gebouwen worden van beton gemaakt" No_SSI 0 NA 1 5
2 oHY 7658885 21.0833333333333 No-SSI 1 Muziek 127 3 DiagBox1 "zorgt ervoor dat je meer onthoud" No_SSI 0 NA 1 6
2 oHY 7658885 21.0833333333333 No-SSI 1 Muziek 127 3 DiagBox2 "je kan wiskunde sommen beter" No_SSI 1 2 0 5
2 oHY 7658885 21.0833333333333 No-SSI 1 Muziek 127 3 DiagBox3 "je kan hele oude liedjes nogsteeds heel veel later" No_SSI 1 3 0 9
2 oHY 7658885 21.0833333333333 No-SSI 1 Muziek 127 3 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658885 21.0833333333333 No-SSI 2 Geld 136 4 DiagBox2 "je wint geld" No_SSI 0 NA 1 3
2 oHY 7658885 21.0833333333333 No-SSI 2 Geld 136 4 DiagBox3 "je wil steeds meer dure spullen" No_SSI 1 4 0 6
2 oHY 7658885 21.0833333333333 No-SSI 2 Geld 136 4 DiagBox4 "alles draait om geld" No_SSI 0 NA 1 4
2 oHY 7658885 21.0833333333333 No-SSI 2 Geld 136 4 DiagBox1 "als je arm bent heb je minder eisen" No_SSI 0 NA 1 8
2 oHY 7658885 21.0833333333333 No-SSI 2 Botox 150 5 DiagBox3 "je maakt zonder het door te ehbben meer gezichten" No_SSI 0 4 1 9
2 oHY 7658885 21.0833333333333 No-SSI 2 Botox 150 5 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658885 21.0833333333333 No-SSI 2 Botox 150 5 DiagBox2 "je gezicht kan minder gezichts uitdrukkingen tonen." No_SSI 1 4 0 7
2 oHY 7658885 21.0833333333333 No-SSI 2 Botox 150 5 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658885 21.0833333333333 No-SSI 2 Metro 160 6 DiagBox1 "er komt meer plankton" No_SSI 1 3 0 4
2 oHY 7658885 21.0833333333333 No-SSI 2 Metro 160 6 DiagBox3 "er komen meer zeedieren" No_SSI 1 4 0 4
2 oHY 7658885 21.0833333333333 No-SSI 2 Metro 160 6 DiagBox4 "de kost van de us is nu leeftbaar voor zeedieren" No_SSI 0 2&4 1 10
2 oHY 7658885 21.0833333333333 No-SSI 2 Metro 160 6 DiagBox2 "er komt een kunstmatig rif" No_SSI 1 2 0 5
2 oHY 7658887 24.4 SSI 1 Geld 176 1 DiagBox2 "te snel gewent raken aan het gevoel" "Ingevuld maar onjuist" 1 3 0 7
2 oHY 7658887 24.4 SSI 1 Geld 176 1 DiagBox3 "je wilt steeds meer en meer" "Ingevuld maar onjuist" 1 4 0 6
2 oHY 7658887 24.4 SSI 1 Geld 176 1 DiagBox4 "iemand die de lotterij had gewonnen was niet gelukkig" "Ingevuld maar onjuist" 0 NA 1 9
2 oHY 7658887 24.4 SSI 1 Geld 176 1 DiagBox1 "plaats in maatchappij en gevoel bij familie maakt meer uit" "Ingevuld maar onjuist" 1 NA 0 10
2 oHY 7658887 24.4 SSI 1 Beton 172 2 DiagBox2 "het gebouw krimpt hierdoor" "Ingevuld maar onjuist" 1 3 0 4
2 oHY 7658887 24.4 SSI 1 Beton 172 2 DiagBox3 "de lift is groter dan de schaft" "Ingevuld maar onjuist" 0 4 0 7
2 oHY 7658887 24.4 SSI 1 Beton 172 2 DiagBox4 "de lift zit vast" Juist 1 4 0 4
2 oHY 7658887 24.4 SSI 1 Beton 172 2 DiagBox1 "centrale verwarming laat beton krimpen" Juist 1 1&3 0 5
2 oHY 7658887 24.4 SSI 1 Suez 212 3 DiagBox2 "er moest een kanaal worden gemaakt" Juist 1 4 0 6
2 oHY 7658887 24.4 SSI 1 Suez 212 3 DiagBox3 "na een lange tijd werken is het kanaal klaar" "Ingevuld maar onjuist" 0 NA 1 9
2 oHY 7658887 24.4 SSI 1 Suez 212 3 DiagBox4 "er hoeft niet meer om afrika geen gevaard te worden" "Ingevuld maar onjuist" 0 2 1 10
2 oHY 7658887 24.4 SSI 1 Suez 212 3 DiagBox1 "als je wou handelen moest je om afrika heen" Juist 1 2 0 9
2 oHY 7658887 24.4 SSI 2 Metro 102 4 DiagBox1 "nu zijn er riffen" No_SSI 1 2 0 4
2 oHY 7658887 24.4 SSI 2 Metro 102 4 DiagBox3 "er groeien dingen zoals plankton" No_SSI 1 3 0 5
2 oHY 7658887 24.4 SSI 2 Metro 102 4 DiagBox4 "vissen worden aan getrokken" No_SSI 1 4 0 4
2 oHY 7658887 24.4 SSI 2 Metro 102 4 DiagBox2 "betere leef omstandigheden" No_SSI 0 2 1 3
2 oHY 7658887 24.4 SSI 2 Botox 118 5 DiagBox3 "dingen zoals snelknipperen stoppen" No_SSI 1 1 0 4
2 oHY 7658887 24.4 SSI 2 Botox 118 5 DiagBox4 "rimpels weg halen" No_SSI 1 2 0 3
2 oHY 7658887 24.4 SSI 2 Botox 118 5 DiagBox2 ? No_SSI 0 NA 0 0
2 oHY 7658887 24.4 SSI 2 Botox 118 5 DiagBox1 ? No_SSI 0 NA 0 0
2 oHY 7658887 24.4 SSI 2 Muziek 125 6 DiagBox1 "dit is verbonden met andere delen in het brein" No_SSI 1 1 0 9
2 oHY 7658887 24.4 SSI 2 Muziek 125 6 DiagBox2 "gebeurtenissen herrineren door muziek" No_SSI 1 3 0 4
2 oHY 7658887 24.4 SSI 2 Muziek 125 6 DiagBox3 "beter geheugen" No_SSI 1 3 0 2
2 oHY 7658887 24.4 SSI 2 Muziek 125 6 DiagBox4 ? No_SSI 0 NA 0 0
2 oHY 7658891 20.7166666666667 SSI 1 Beton 185 1 DiagBox2 "beton gebruiken voor gebouwen" "Ingevuld maar onjuist" 0 NA 1 4
2 oHY 7658891 20.7166666666667 SSI 1 Beton 185 1 DiagBox3 "beton krimp door centrale verwarming" Juist 2 1&3 0 5
2 oHY 7658891 20.7166666666667 SSI 1 Beton 185 1 DiagBox4 "gebouwen zakken in" "Ingevuld maar onjuist" 0 NA 1 3
2 oHY 7658891 20.7166666666667 SSI 1 Beton 185 1 DiagBox1 ? "Niet ingevuld" 0 NA 0 0
2 oHY 7658891 20.7166666666667 SSI 1 Geld 174 2 DiagBox2 "het is amar voor korte duur gelukkig of ongelukkig zijn" Juist 1 2 0 10
2 oHY 7658891 20.7166666666667 SSI 1 Geld 174 2 DiagBox3 "hebben meer geld nodig om gelukkiger te zijn" Juist 1 4 0 8
2 oHY 7658891 20.7166666666667 SSI 1 Geld 174 2 DiagBox4 "die veel geld hebben hebben veel luxe maar geen liefde" Juist 0 NA 1 10
2 oHY 7658891 20.7166666666667 SSI 1 Geld 174 2 DiagBox1 "mensen worden meer gelukkig door maatschappij dan economie" Juist 1 NA 0 8
2 oHY 7658891 20.7166666666667 SSI 1 Muziek 140 3 DiagBox1 "gebruiken meer gebieden in de hersenen" Juist 0 1 1 6
2 oHY 7658891 20.7166666666667 SSI 1 Muziek 140 3 DiagBox2 "hebben een hoger iq" Juist 1 4 0 4
2 oHY 7658891 20.7166666666667 SSI 1 Muziek 140 3 DiagBox3 "zijn beter in bijv wiskunde oplossen" Juist 1 2 0 6
2 oHY 7658891 20.7166666666667 SSI 1 Muziek 140 3 DiagBox4 "kunnen herinneringen ophalen als je bijv altzeihmer hebt" Juist 1 3 0 8
2 oHY 7658891 20.7166666666667 SSI 2 Metro 107 4 DiagBox1 "meer allyese ofso" No_SSI 0 NA 1 3
2 oHY 7658891 20.7166666666667 SSI 2 Metro 107 4 DiagBox3 "meer plankton en zeefauna" No_SSI 1 3 0 4
2 oHY 7658891 20.7166666666667 SSI 2 Metro 107 4 DiagBox4 "meer soorten vissen en fauna vergroot" No_SSI 1 4 0 6
2 oHY 7658891 20.7166666666667 SSI 2 Metro 107 4 DiagBox2 "kunstmatig rif" No_SSI 1 2 0 2
2 oHY 7658891 20.7166666666667 SSI 2 Botox 179 5 DiagBox3 "veroorzaakt een ongewenste uitdrukking
" No_SSI 1 4 0 4
2 oHY 7658891 20.7166666666667 SSI 2 Botox 179 5 DiagBox4 "strijkt huid glad door het te verlammen" No_SSI 1 2 0 7
2 oHY 7658891 20.7166666666667 SSI 2 Botox 179 5 DiagBox2 "in toegestaan voor gebruik" No_SSI 0 NA 1 4
2 oHY 7658891 20.7166666666667 SSI 2 Botox 179 5 DiagBox1 "gevaarlijk middel en giftig" No_SSI 0 NA 1 4
2 oHY 7658891 20.7166666666667 SSI 2 Suez 156 6 DiagBox2 "om heel continent afrika varen" No_SSI 1 2 0 5
2 oHY 7658891 20.7166666666667 SSI 2 Suez 156 6 DiagBox3 "suez kanaal werd gegraven" No_SSI 1 4 0 4
2 oHY 7658891 20.7166666666667 SSI 2 Suez 156 6 DiagBox4 "veel arbeiders volgde het plan van een man uit oosterijk" No_SSI 1 3 0 10
2 oHY 7658891 20.7166666666667 SSI 2 Suez 156 6 DiagBox1 "lag woestijn tussen de 2 zeeën in" No_SSI 1 1 0 7
2 oHY 7658895 17.3833333333333 SSI 1 Botox 118 1 DiagBox3 "Zien er jonger uit" Juist 1 3 0 4
2 oHY 7658895 17.3833333333333 SSI 1 Botox 118 1 DiagBox4 "Gezichtuitdrukking kan veranderen" Juist 1 4 0 3
2 oHY 7658895 17.3833333333333 SSI 1 Botox 118 1 DiagBox2 ? "Niet ingevuld" 0 NA 0 0
2 oHY 7658895 17.3833333333333 SSI 1 Botox 118 1 DiagBox1 "Te veel bij je ogen kan schadelijk zijn" "Ingevuld maar onjuist" 0 NA 1 8
2 oHY 7658895 17.3833333333333 SSI 1 Beton 145 2 DiagBox2 "Gebouwen worden er veel mee gebouwd. Vooral bij liften" Juist 0 NA 1 9
2 oHY 7658895 17.3833333333333 SSI 1 Beton 145 2 DiagBox3 "Lift staat op een bebaald moment stil door de opdroging van het beton" Juist 2 2&4 0 13
2 oHY 7658895 17.3833333333333 SSI 1 Beton 145 2 DiagBox4 "Mannen moeten dat inkorten" "Ingevuld maar onjuist" 0 Given 1 4
2 oHY 7658895 17.3833333333333 SSI 1 Beton 145 2 DiagBox1 "Word al 50 jaar gebruikt als bouwmateriaal" "Ingevuld maar onjuist" 0 NA 1 7
2 oHY 7658895 17.3833333333333 SSI 1 Metro 80 3 DiagBox1 ? "Niet ingevuld" 0 NA 0 0
2 oHY 7658895 17.3833333333333 SSI 1 Metro 80 3 DiagBox3 "Door het zinken van de wagens is een rif ontstaan" "Niet ingevuld" 1 2 0 10
2 oHY 7658895 17.3833333333333 SSI 1 Metro 80 3 DiagBox4 "Door het zinken van de wagens is een rif ontstaan" Juist 0 2 1 10
2 oHY 7658895 17.3833333333333 SSI 1 Metro 80 3 DiagBox2 ? "Niet ingevuld" 0 NA 0 0
2 oHY 7658895 17.3833333333333 SSI 2 Muziek 121 4 DiagBox1 "Heeft voordelen" No_SSI 0 0 1 2
2 oHY 7658895 17.3833333333333 SSI 2 Muziek 121 4 DiagBox2 "Kan noten lezen" No_SSI 0 Given 1 3
