Experiment Participant_Private_ID Consent Age Gender
2 7658930 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7658916 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7658903 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7658900 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7658898 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7658895 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7658891 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7658887 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7658885 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7658884 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7658883 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7658882 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7658880 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7658878 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657610 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657608 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657604 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7657599 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657598 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7657596 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 15 Man/jonge
2 7657595 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 "Andere. Dat is voor mij..."
2 7657594 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657593 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657591 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7657589 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7657587 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7657586 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 15 Vrouw/meisje
2 7657585 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 "Dat zeg ik liever niet."
2 7657572 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 "Andere. Dat is voor mij..."
2 7650878 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7650869 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650858 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650845 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7650844 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7650837 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650830 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7650829 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7650827 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650826 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650825 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7650824 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7650823 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 15 Man/jonge
2 7650817 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650815 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650808 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650253 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650218 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7650215 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650213 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7650212 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650211 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650204 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Vrouw/meisje
2 7650201 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649933 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649929 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Vrouw/meisje
2 7649927 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649918 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7649917 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649916 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649915 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649914 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649913 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
2 7649912 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 14 Man/jonge
2 7649910 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 12 Man/jonge
2 7649909 "Mijn anonieme antwoorden mogen WEL worden gebruikt voor het onderzoek" 13 Man/jonge
