Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,TextTypes,TestTextArea
1,1654253653051,03/06/2022 10:54:13,1654253671962,2,03/06/2022 12:54:31,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654253655898,03/06/2022 10:54:15,1654253674824,2,03/06/2022 12:54:34,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,1,Intro,Zone2,continue_button,2648.5999994277954,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
3,1654253685664,03/06/2022 10:54:45,1654253704641,2,03/06/2022 12:55:04,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,2,Text,advancementZone,continue_button,29790.89999961853,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
4,1654253740988,03/06/2022 10:55:40,1654253759960,2,03/06/2022 12:55:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox4,response_text_area,55282.10000038147,,,je loopt minder kans op ziektes,,0,1,0,,,,,,SportenNoSS,,5,,8
5,1654253741189,03/06/2022 10:55:41,1654253759962,2,03/06/2022 12:55:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox3,response_text_area,55282.10000038147,,,als je veel sport kom je in vorm,,0,1,0,,,,,,SportenNoSS,,5,,8
6,1654253741189,03/06/2022 10:55:41,1654253759962,2,03/06/2022 12:55:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox2,response_text_area,55282.10000038147,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
7,1654253741189,03/06/2022 10:55:41,1654253759963,2,03/06/2022 12:55:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox1,response_text_area,55282.10000038147,,,zij die denken dat je geen tijd hebt voor sport zullen tijd vinden voor ziekte,,0,1,0,,,,,,SportenNoSS,,5,,8
8,1654253741189,03/06/2022 10:55:41,1654253759963,2,03/06/2022 12:55:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,Zone1,continue_button,55282.10000038147,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
9,1654253748643,03/06/2022 10:55:48,1654253767620,2,03/06/2022 12:56:07,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,4,Feedback,Zone1,continue_button,7439.200000762939,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
10,1654253751513,03/06/2022 10:55:51,1654253770485,2,03/06/2022 12:56:10,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,Selection1,response_dropdown,2847.2620000000024,,,Ja,,0,1,0,,,,,,SportenNoSS,,5,,8
11,1654253751575,03/06/2022 10:55:51,1654253770487,2,03/06/2022 12:56:10,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,script,force_advance,2847.2620000000024,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
12,1654253753270,03/06/2022 10:55:53,1654253772247,2,03/06/2022 12:56:12,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,6,JoL1,One,response_button_text,1745.1999998092651,,,1,1,0,1,0,,,,,,SportenNoSS,,5,,8
13,1654253755244,03/06/2022 10:55:55,1654253774229,2,03/06/2022 12:56:14,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,7,InstructieToets,advancementZone,continue_button,1971.9000005722046,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
14,1654253799023,03/06/2022 10:56:39,1654253818015,2,03/06/2022 12:56:58,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonA,response_text_area,43760,,,"omdat hun hart en longen getraind zijn
daardoor zijn ze sterker en beter bestand tegen ziektes
Door het sporten is je conditie ook beter
Je bent beter in vorm",,0,1,0,,,,,,SportenNoSS,,5,,8
15,1654253799081,03/06/2022 10:56:39,1654253818018,2,03/06/2022 12:56:58,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonB,continue_button,43760,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
16,1654253800369,03/06/2022 10:56:40,1654253819363,2,03/06/2022 12:56:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,1329.8000001907349,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
17,1654253800425,03/06/2022 10:56:40,1654253819370,2,03/06/2022 12:56:59,86110,10,task-as4t,,22261472,BLIND,6563282,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x768,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,END TASK,,,,,147408,,,,,0,1,0,,,,,,,,,,
1,1654253664635,03/06/2022 10:54:24,1654253668481,2,03/06/2022 12:54:28,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654253669136,03/06/2022 10:54:29,1654253673046,2,03/06/2022 12:54:33,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,1,Intro,Zone2,continue_button,3927.7999999523163,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
3,1654253722940,03/06/2022 10:55:22,1654253726849,2,03/06/2022 12:55:26,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,2,Text,advancementZone,continue_button,53774.09999996424,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
4,1654253880811,03/06/2022 10:58:00,1654253884559,2,03/06/2022 12:58:04,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox4,response_text_area,157644.69999998808,,,Hierdoor loop je minder kans op ziektes.,,0,1,0,,,,,,SportenNoSS,,5,,8
5,1654253881007,03/06/2022 10:58:01,1654253884570,2,03/06/2022 12:58:04,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox3,response_text_area,157644.69999998808,,,"Je traint eigenlijk je hart, spieren en longen, doordat ze moeten werken.",,0,1,0,,,,,,SportenNoSS,,5,,8
6,1654253881007,03/06/2022 10:58:01,1654253884571,2,03/06/2022 12:58:04,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox2,response_text_area,157644.69999998808,,,Als je beweegt moet je meer ademen en zuurstof innemen.,,0,1,0,,,,,,SportenNoSS,,5,,8
7,1654253881007,03/06/2022 10:58:01,1654253884571,2,03/06/2022 12:58:04,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox1,response_text_area,157644.69999998808,,,We weten dat sporten gezond is.,,0,1,0,,,,,,SportenNoSS,,5,,8
8,1654253881007,03/06/2022 10:58:01,1654253884572,2,03/06/2022 12:58:04,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,Zone1,continue_button,157644.69999998808,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
9,1654253902774,03/06/2022 10:58:22,1654253906678,2,03/06/2022 12:58:26,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,4,Feedback,Zone1,continue_button,21762.100000023842,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
10,1654253917175,03/06/2022 10:58:37,1654253921098,2,03/06/2022 12:58:41,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,Selection1,response_dropdown,14402.235000000015,,,Ja,,0,1,0,,,,,,SportenNoSS,,5,,8
11,1654253917230,03/06/2022 10:58:37,1654253921102,2,03/06/2022 12:58:41,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,script,force_advance,14402.235000000015,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
12,1654253937978,03/06/2022 10:58:57,1654253941895,2,03/06/2022 12:59:01,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,6,JoL1,Three,response_button_text,20762.899999976158,,,3,1,0,1,0,,,,,,SportenNoSS,,5,,8
13,1654253943105,03/06/2022 10:59:03,1654253947026,2,03/06/2022 12:59:07,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,7,InstructieToets,advancementZone,continue_button,5117,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
14,1654254153053,03/06/2022 11:02:33,1654254156905,2,03/06/2022 13:02:36,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonA,response_text_area,209839.5,,,"Sporters hebben een lagere kans op hart- en longziektes, omdat ze tijdens het sporten hun hart en longen trainen. Tijdens het sporten moet er namelijk meer zuurstof naar je spieren, want maakt dat je sneller moet ademen en je hart meer bloed moet rondpompen. Hierdoor krijgen ze een gezond lichaam en met een gezond lichaam heb je minder kans op ziektes.",,0,1,0,,,,,,SportenNoSS,,5,,8
15,1654254153105,03/06/2022 11:02:33,1654254156911,2,03/06/2022 13:02:36,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonB,continue_button,209839.5,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
16,1654254155600,03/06/2022 11:02:35,1654254159511,2,03/06/2022 13:02:39,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,2591.699999988079,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
17,1654254155657,03/06/2022 11:02:35,1654254159516,2,03/06/2022 13:02:39,86110,10,task-as4t,,22261476,BLIND,6563283,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,END TASK,,,,,491035,,,,,0,1,0,,,,,,,,,,
1,1654253670349,03/06/2022 10:54:30,1654253672252,2,03/06/2022 12:54:32,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654253675162,03/06/2022 10:54:35,1654253677090,2,03/06/2022 12:54:37,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,1,Intro,Zone2,continue_button,4578,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
3,1654253717039,03/06/2022 10:55:17,1654253718967,2,03/06/2022 12:55:18,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,2,Text,advancementZone,continue_button,41840.69999998808,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
4,1654253794882,03/06/2022 10:56:34,1654253796730,2,03/06/2022 12:56:36,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox4,response_text_area,77701.5,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
5,1654253795089,03/06/2022 10:56:35,1654253796735,2,03/06/2022 12:56:36,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox3,response_text_area,77701.5,,,Veel sporten is goed,,0,1,0,,,,,,SportenNoSS,,5,,8
6,1654253795089,03/06/2022 10:56:35,1654253796735,2,03/06/2022 12:56:36,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox2,response_text_area,77701.5,,,je spieren krijgen veel zuurstof,,0,1,0,,,,,,SportenNoSS,,5,,8
7,1654253795089,03/06/2022 10:56:35,1654253796736,2,03/06/2022 12:56:36,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox1,response_text_area,77701.5,,,sporten is belangrijk,,0,1,0,,,,,,SportenNoSS,,5,,8
8,1654253795089,03/06/2022 10:56:35,1654253796737,2,03/06/2022 12:56:36,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,Zone1,continue_button,77701.5,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
9,1654253806821,03/06/2022 10:56:46,1654253808734,2,03/06/2022 12:56:48,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,4,Feedback,Zone1,continue_button,11721.199999988079,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
10,1654253813621,03/06/2022 10:56:53,1654253815555,2,03/06/2022 12:56:55,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,Selection1,response_dropdown,6792.927999999985,,,Ja,,0,1,0,,,,,,SportenNoSS,,5,,8
11,1654253813692,03/06/2022 10:56:53,1654253815559,2,03/06/2022 12:56:55,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,script,force_advance,6792.927999999985,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
12,1654253829855,03/06/2022 10:57:09,1654253831771,2,03/06/2022 12:57:11,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,6,JoL1,Two,response_button_text,16197.200000017881,,,2,1,0,1,0,,,,,,SportenNoSS,,5,,8
13,1654253833727,03/06/2022 10:57:13,1654253835646,2,03/06/2022 12:57:15,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,7,InstructieToets,advancementZone,continue_button,3864.7000000178814,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
14,1654253902799,03/06/2022 10:58:22,1654253904726,2,03/06/2022 12:58:24,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonA,response_text_area,69045.80000001192,,,"Het sporten is gezond en goed voor je
als je niet sport heb je meer kans op hart- en longziektes
de spieren krijgen tijdens het sporten veel zuurstof
je hart gaat sneller pompen",,0,1,0,,,,,,SportenNoSS,,5,,8
15,1654253902872,03/06/2022 10:58:22,1654253904729,2,03/06/2022 12:58:24,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonB,continue_button,69045.80000001192,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
16,1654253905313,03/06/2022 10:58:25,1654253907251,2,03/06/2022 12:58:27,86110,10,task-as4t,,22261477,BLIND,6563280,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,2510.300000011921,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
