Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,TextTypes,TestTextArea
14,1654592924620,07/06/2022 09:08:44,1654592926153,2,07/06/2022 11:08:46,86110,10,task-as4t,,22325678,BLIND,6581319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonA,response_text_area,152169.79999995232,,,"omdat sporten gezond is
Je gaat sneller ademen
Je hart pompt sneller
Dit bouwt op dat je een lagere kans op hart en longziektes hebt.",,0,1,0,,,,,,SportenNoSS,,5,,8
15,1654592924695,07/06/2022 09:08:44,1654592926159,2,07/06/2022 11:08:46,86110,10,task-as4t,,22325678,BLIND,6581319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonB,continue_button,152169.79999995232,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
16,1654592929072,07/06/2022 09:08:49,1654592930652,2,07/06/2022 11:08:50,86110,10,task-as4t,,22325678,BLIND,6581319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,4471.5,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
17,1654592929148,07/06/2022 09:08:49,1654592930666,2,07/06/2022 11:08:50,86110,10,task-as4t,,22325678,BLIND,6581319,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 101.0.4951.67,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,END TASK,,,,,365314,,,,,0,1,0,,,,,,,,,,
1,1654592901603,07/06/2022 09:08:21,1654592901009,2,07/06/2022 11:08:21,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654592904052,07/06/2022 09:08:24,1654592903510,2,07/06/2022 11:08:23,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,1,Intro,Zone2,continue_button,2117,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
3,1654592932338,07/06/2022 09:08:52,1654592931847,2,07/06/2022 11:08:51,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,2,Text,advancementZone,continue_button,28320,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
4,1654593044676,07/06/2022 09:10:44,1654593044109,2,07/06/2022 11:10:44,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox4,response_text_area,112213,,,Hierdoor kunnen we ziektes voorkomen.,,0,1,0,,,,,,SportenNoSS,,5,,8
5,1654593044877,07/06/2022 09:10:44,1654593044112,2,07/06/2022 11:10:44,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox3,response_text_area,112213,,,Je hart gaat sneller kloppen omdat het hart de spieren ook zuurstof moet geven,,0,1,0,,,,,,SportenNoSS,,5,,8
6,1654593044877,07/06/2022 09:10:44,1654593044112,2,07/06/2022 11:10:44,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox2,response_text_area,112213,,,we moeten meer ademen dus onze longen moeten harder werken,,0,1,0,,,,,,SportenNoSS,,5,,8
7,1654593044877,07/06/2022 09:10:44,1654593044112,2,07/06/2022 11:10:44,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox1,response_text_area,112213,,,"Tijdens sporten, moet je lichaam meer zuurstof krijgen",,0,1,0,,,,,,SportenNoSS,,5,,8
8,1654593044877,07/06/2022 09:10:44,1654593044112,2,07/06/2022 11:10:44,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,Zone1,continue_button,112213,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
9,1654593053396,07/06/2022 09:10:53,1654593052877,2,07/06/2022 11:10:52,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,4,Feedback,Zone1,continue_button,8572,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
10,1654593058490,07/06/2022 09:10:58,1654593057991,2,07/06/2022 11:10:57,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,Selection1,response_dropdown,5117.1600000000035,,,Nee,,0,1,0,,,,,,SportenNoSS,,5,,8
11,1654593058601,07/06/2022 09:10:58,1654593057991,2,07/06/2022 11:10:57,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,script,force_advance,5117.1600000000035,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
12,1654593060074,07/06/2022 09:11:00,1654593059834,2,07/06/2022 11:10:59,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,6,JoL1,Three,response_button_text,1554,,,3,1,0,1,0,,,,,,SportenNoSS,,5,,8
13,1654593062366,07/06/2022 09:11:02,1654593062118,2,07/06/2022 11:11:02,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,7,InstructieToets,advancementZone,continue_button,2275,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
14,1654593152763,07/06/2022 09:12:32,1654593152461,2,07/06/2022 11:12:32,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonA,response_text_area,90334,,,"Doordat sporters sporten moeten ze meer zuurstof krijgen
hierdoor moet je hart sneller kloppen en je longen sneller pompen 
onze longen en ons hart word sterker
Hierdoor heb je minder kans op ziektes",,0,1,0,,,,,,SportenNoSS,,5,,8
15,1654593152889,07/06/2022 09:12:32,1654593152463,2,07/06/2022 11:12:32,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonB,continue_button,90334,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
16,1654593156275,07/06/2022 09:12:36,1654593156026,2,07/06/2022 11:12:36,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,3552,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
17,1654593156361,07/06/2022 09:12:36,1654593156029,2,07/06/2022 11:12:36,86110,10,task-as4t,,22325786,BLIND,6581354,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 100.0,1440x900,1440x787,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,END TASK,,,,,255020,,,,,0,1,0,,,,,,,,,,
1,1654678943124,08/06/2022 09:02:23,1654678971933,2,08/06/2022 11:02:51,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654678950194,08/06/2022 09:02:30,1654678979034,2,08/06/2022 11:02:59,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,1,Intro,Zone2,continue_button,6692.099999904633,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
3,1654678994321,08/06/2022 09:03:14,1654679023143,2,08/06/2022 11:03:43,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,2,Text,advancementZone,continue_button,44076.59999990463,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
4,1654679057109,08/06/2022 09:04:17,1654679085937,2,08/06/2022 11:04:45,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox4,response_text_area,62748.90000009537,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
5,1654679057340,08/06/2022 09:04:17,1654679085942,2,08/06/2022 11:04:45,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox3,response_text_area,62748.90000009537,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
6,1654679057340,08/06/2022 09:04:17,1654679085943,2,08/06/2022 11:04:45,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox2,response_text_area,62748.90000009537,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
7,1654679057340,08/06/2022 09:04:17,1654679085943,2,08/06/2022 11:04:45,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox1,response_text_area,62748.90000009537,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
8,1654679057340,08/06/2022 09:04:17,1654679085944,2,08/06/2022 11:04:45,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,Zone1,continue_button,62748.90000009537,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
9,1654679060066,08/06/2022 09:04:20,1654679088909,2,08/06/2022 11:04:48,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,4,Feedback,Zone1,continue_button,2739.800000190735,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
10,1654679069018,08/06/2022 09:04:29,1654679097870,2,08/06/2022 11:04:57,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,Selection1,response_dropdown,8924.703000000009,,,Nee,,0,1,0,,,,,,SportenNoSS,,5,,8
11,1654679069090,08/06/2022 09:04:29,1654679097874,2,08/06/2022 11:04:57,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,script,force_advance,8924.703000000009,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
12,1654679132900,08/06/2022 09:05:32,1654679161743,2,08/06/2022 11:06:01,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,6,JoL1,Null,response_button_text,63844.7000002861,,,0,1,0,1,0,,,,,,SportenNoSS,,5,,8
13,1654679134584,08/06/2022 09:05:34,1654679163421,2,08/06/2022 11:06:03,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,7,InstructieToets,advancementZone,continue_button,1660.1999998092651,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
14,1654679178023,08/06/2022 09:06:18,1654679206878,2,08/06/2022 11:06:46,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonA,response_text_area,43410.09999990463,,,?,,0,1,0,,,,,,SportenNoSS,,5,,8
15,1654679178096,08/06/2022 09:06:18,1654679206881,2,08/06/2022 11:06:46,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,8,Test,buttonB,continue_button,43410.09999990463,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
16,1654679180078,08/06/2022 09:06:20,1654679208921,2,08/06/2022 11:06:48,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,2028.0999999046326,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
17,1654679180132,08/06/2022 09:06:20,1654679208926,2,08/06/2022 11:06:48,86110,10,task-as4t,,22353094,BLIND,6588692,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x625,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,END TASK,,,,,236993,,,,,0,1,0,,,,,,,,,,
1,1654679021586,08/06/2022 09:03:41,1654679026905,2,08/06/2022 11:03:46,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654679026569,08/06/2022 09:03:46,1654679031928,2,08/06/2022 11:03:51,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,1,Intro,Zone2,continue_button,4812.399999976158,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
3,1654679088749,08/06/2022 09:04:48,1654679094124,2,08/06/2022 11:04:54,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,2,Text,advancementZone,continue_button,62163.60000002384,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
4,1654679169263,08/06/2022 09:06:09,1654679174600,2,08/06/2022 11:06:14,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox4,response_text_area,80408.69999992847,,,je wordt dus een betere sporter en blijft gezond,,0,1,0,,,,,,SportenNoSS,,5,,8
5,1654679169546,08/06/2022 09:06:09,1654679174604,2,08/06/2022 11:06:14,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox3,response_text_area,80408.69999992847,,,mensen sporten wel en hun longcapiciteit vergroot door sneller te ademen enz.,,0,1,0,,,,,,SportenNoSS,,5,,8
6,1654679169546,08/06/2022 09:06:09,1654679174607,2,08/06/2022 11:06:14,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox2,response_text_area,80408.69999992847,,,mensen sporten niet en worden ziek,,0,1,0,,,,,,SportenNoSS,,5,,8
7,1654679169546,08/06/2022 09:06:09,1654679174607,2,08/06/2022 11:06:14,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,DiagBox1,response_text_area,80408.69999992847,,,mensen moeten sporten om gezond te blijven,,0,1,0,,,,,,SportenNoSS,,5,,8
8,1654679169546,08/06/2022 09:06:09,1654679174608,2,08/06/2022 11:06:14,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,3,Diagram,Zone1,continue_button,80408.69999992847,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
9,1654679185782,08/06/2022 09:06:25,1654679191165,2,08/06/2022 11:06:31,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,4,Feedback,Zone1,continue_button,16256.700000047684,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
10,1654679191255,08/06/2022 09:06:31,1654679196627,2,08/06/2022 11:06:36,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,Selection1,response_dropdown,5427.9250000000175,,,Ja,,0,1,0,,,,,,SportenNoSS,,5,,8
11,1654679191307,08/06/2022 09:06:31,1654679196631,2,08/06/2022 11:06:36,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,5,RestudyDecision,script,force_advance,5427.9250000000175,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
12,1654679201872,08/06/2022 09:06:41,1654679207257,2,08/06/2022 11:06:47,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,6,JoL1,Two,response_button_text,10595.100000023842,,,2,1,0,1,0,,,,,,SportenNoSS,,5,,8
13,1654679207177,08/06/2022 09:06:47,1654679212543,2,08/06/2022 11:06:52,86110,10,task-as4t,,22353125,BLIND,6588695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - SportenIsGezondNoSS,11,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,SportenNoSS,SportenNoSS,1,1,7,InstructieToets,advancementZone,continue_button,5270.199999928474,,,,,0,1,0,,,,,,SportenNoSS,,5,,8
