Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,Diagram Box Require Response,TextTypes,ToetsTextArea
34,1654593401789,07/06/2022 09:16:41,1654593398110,2,07/06/2022 11:16:38,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection2,response_dropdown,20135.592999999993,,,Juist,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
35,1654593401789,07/06/2022 09:16:41,1654593398112,2,07/06/2022 11:16:38,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection3,response_dropdown,20135.592999999993,,,Ingevuld maar onjuist,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
36,1654593401789,07/06/2022 09:16:41,1654593398112,2,07/06/2022 11:16:38,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection4,response_dropdown,20135.592999999993,,,Niet ingevuld,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
37,1654593401789,07/06/2022 09:16:41,1654593398113,2,07/06/2022 11:16:38,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,script,force_advance,20135.592999999993,,,,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
38,1654593404051,07/06/2022 09:16:44,1654593400422,2,07/06/2022 11:16:40,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,13,1,1,IntroJoLandRestudy,NextButton,continue_button,2265.300000011921,,,,,0,1,0,,,,,,IntroJoLandRestudy,,,,,
39,1654593417721,07/06/2022 09:16:57,1654593414093,2,07/06/2022 11:16:54,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,Selection1,response_dropdown,13673.640000000014,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
40,1654593417788,07/06/2022 09:16:57,1654593414096,2,07/06/2022 11:16:54,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,Selection2,response_dropdown,13673.640000000014,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
41,1654593417788,07/06/2022 09:16:57,1654593414097,2,07/06/2022 11:16:54,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,Selection3,response_dropdown,13673.640000000014,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
42,1654593417788,07/06/2022 09:16:57,1654593414097,2,07/06/2022 11:16:54,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,script,force_advance,13673.640000000014,,,,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
43,1654593422200,07/06/2022 09:17:02,1654593418576,2,07/06/2022 11:16:58,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,15,1,1,JoL,Three,response_button_text,4448.299999982119,,,3,1,0,1,0,,,,,4,GeldJoL,,,,,
44,1654593438361,07/06/2022 09:17:18,1654593434731,2,07/06/2022 11:17:14,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,16,1,1,JoL,Three,response_button_text,16142.5,,,3,1,0,1,0,,,,,4,MuziekJoL,,,,,
45,1654593439732,07/06/2022 09:17:19,1654593436119,2,07/06/2022 11:17:16,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,37,1,1,JoL,Three,response_button_text,1375.4000000059605,,,3,1,0,1,0,,,,,4,MetroJoL,,,,,
46,1654593441238,07/06/2022 09:17:21,1654593437626,2,07/06/2022 11:17:17,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,18,1,1,IntroTests,NextButton,continue_button,1491.7000000178814,,,,,0,1,0,,,,,,IntroTests,,,,,
47,1654593606909,07/06/2022 09:20:06,1654593603241,2,07/06/2022 11:20:03,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,20,1,1,Test,buttonA,response_text_area,165571.5,,,"in eerste instantie heb je geen geld nodig want het grootste gedeelte van je geluk komt van je
famillie en de maatschapij  je went snel aan de luxe maar je bent niet tevreden en wilt meer ",,0,1,0,,,,,5,GeldTest,,,,,8
48,1654593606991,07/06/2022 09:20:06,1654593603243,2,07/06/2022 11:20:03,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,20,1,1,Test,buttonB,continue_button,165571.5,,,,,0,1,0,,,,,5,GeldTest,,,,,8
49,1654593683946,07/06/2022 09:21:23,1654593680321,2,07/06/2022 11:21:20,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,19,1,1,Test,buttonA,response_text_area,77048.90000000596,,,"door het spelen van muziek word je slimmer je traint eigenlijk je brein je kan bijvoorbeeld beter wiskunde sommen maken je hebt een hogere iq en je kan sommige herrineringen terughalen door middel van muziek
",,0,1,0,,,,,5,MuziekTest,,,,,8
50,1654593683997,07/06/2022 09:21:23,1654593680323,2,07/06/2022 11:21:20,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,19,1,1,Test,buttonB,continue_button,77048.90000000596,,,,,0,1,0,,,,,5,MuziekTest,,,,,8
51,1654593748055,07/06/2022 09:22:28,1654593744425,2,07/06/2022 11:22:24,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,21,1,1,Test,buttonA,response_text_area,64064.5,,,door deze wagons te laten zinken met al het afval erin hoef je niet het afval op een andere manier te verwerken er komt meer kunstmatig rif en daardor komen meer vissen ,,0,1,0,,,,,5,MetroTest,,,,,8
52,1654593748101,07/06/2022 09:22:28,1654593744428,2,07/06/2022 11:22:24,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,21,1,1,Test,buttonB,continue_button,64064.5,,,,,0,1,0,,,,,5,MetroTest,,,,,8
53,1654593750396,07/06/2022 09:22:30,1654593746773,2,07/06/2022 11:22:26,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,22,1,1,HalfwayScreenIntroTexts,NextButton,continue_button,2313.800000011921,,,,,0,1,0,,,,,,HalfwayScreenIntroTexts,,,,,
54,1654593829852,07/06/2022 09:23:49,1654593826236,2,07/06/2022 11:23:46,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,23,1,1,Text,advancementZone,continue_button,79443.20000001788,,,,,0,1,0,,,,,1,SuezText,,,,,
55,1654593829940,07/06/2022 09:23:49,1654593826325,2,07/06/2022 11:23:46,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,3,1,1,Text,advancementZone,continue_button,67.09999999403954,,,,,0,1,0,,,,,1,BetonText,,,,,
56,1654593888802,07/06/2022 09:24:48,1654593885170,2,07/06/2022 11:24:45,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,25,1,1,Text,advancementZone,continue_button,58820.80000001192,,,,,0,1,0,,,,,1,BotoxText,,,,,
57,1654593893431,07/06/2022 09:24:53,1654593889807,2,07/06/2022 11:24:49,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,26,2,1,IntroDiagramCompletion,NextButton,continue_button,4613.700000017881,,,,,0,1,0,,,,,,IntroDiagramCompletions,,,,,
58,1654594007466,07/06/2022 09:26:47,1654594003838,2,07/06/2022 11:26:43,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,27,1,1,Diagramming,DiagBox2,response_text_area,113992.59999999404,,,er was een woestijn tussen de twee zeeen ,,0,1,0,,,,,2,SuezDiagramCompletion,,5,,,
59,1654594007532,07/06/2022 09:26:47,1654594003843,2,07/06/2022 11:26:43,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,27,1,1,Diagramming,DiagBox3,response_text_area,113992.59999999404,,,er werd een kanaal gegraven,,0,1,0,,,,,2,SuezDiagramCompletion,,5,,,
60,1654594007532,07/06/2022 09:26:47,1654594003843,2,07/06/2022 11:26:43,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,27,1,1,Diagramming,DiagBox4,response_text_area,113992.59999999404,,, toen de kanaal klaar was kon je veel makkelijker met je schip erlangs,,0,1,0,,,,,2,SuezDiagramCompletion,,5,,,
61,1654594007532,07/06/2022 09:26:47,1654594003845,2,07/06/2022 11:26:43,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,27,1,1,Diagramming,DiagBox1,response_text_area,113992.59999999404,,,handelaars konden niet makkelijk door,,0,1,0,,,,,2,SuezDiagramCompletion,,5,,,
62,1654594007532,07/06/2022 09:26:47,1654594003846,2,07/06/2022 11:26:43,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,27,1,1,Diagramming,Zone1,continue_button,113992.59999999404,,,,,0,1,0,,,,,2,SuezDiagramCompletion,,5,,,
63,1654594020076,07/06/2022 09:27:00,1654594016448,2,07/06/2022 11:26:56,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,8,1,1,Diagramming,DiagBox2,response_text_area,12572.200000017881,,,>,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
64,1654594020181,07/06/2022 09:27:00,1654594016450,2,07/06/2022 11:26:56,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,8,1,1,Diagramming,DiagBox3,response_text_area,12572.200000017881,,,?,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
65,1654594020181,07/06/2022 09:27:00,1654594016451,2,07/06/2022 11:26:56,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,8,1,1,Diagramming,DiagBox4,response_text_area,12572.200000017881,,,?,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
66,1654594020181,07/06/2022 09:27:00,1654594016452,2,07/06/2022 11:26:56,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,8,1,1,Diagramming,DiagBox1,response_text_area,12572.200000017881,,,?,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
67,1654594020181,07/06/2022 09:27:00,1654594016452,2,07/06/2022 11:26:56,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,8,1,1,Diagramming,Zone1,continue_button,12572.200000017881,,,,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
68,1654594098756,07/06/2022 09:28:18,1654594095125,2,07/06/2022 11:28:15,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,6,1,1,Diagramming,DiagBox3,response_text_area,78619.19999998808,,,je huid word er gladder van,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
69,1654594098817,07/06/2022 09:28:18,1654594095130,2,07/06/2022 11:28:15,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,6,1,1,Diagramming,DiagBox4,response_text_area,78619.19999998808,,,"het helpt je met een medische klacht bijvoorld  te hard knipperen
",,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
70,1654594098817,07/06/2022 09:28:18,1654594095131,2,07/06/2022 11:28:15,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,6,1,1,Diagramming,DiagBox2,response_text_area,78619.19999998808,,,het word gebruikt in de plastische chirurgie,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
71,1654594098817,07/06/2022 09:28:18,1654594095131,2,07/06/2022 11:28:15,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,6,1,1,Diagramming,DiagBox1,response_text_area,78619.19999998808,,,?,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
72,1654594098817,07/06/2022 09:28:18,1654594095132,2,07/06/2022 11:28:15,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,6,1,1,Diagramming,Zone1,continue_button,78619.19999998808,,,,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
73,1654594099999,07/06/2022 09:28:19,1654594096372,2,07/06/2022 11:28:16,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,30,2,1,IntroDiagramStudy,NextButton,continue_button,1207.800000011921,,,,,0,1,0,,,,,,IntroDiagramStudy,,,,,
74,1654594113733,07/06/2022 09:28:33,1654594110105,2,07/06/2022 11:28:30,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,32,1,1,DiagramStudy,Zone1,continue_button,13598.899999976158,,,,,0,1,0,,,,,6,SuezDiagramStudy,,,,,
75,1654594115612,07/06/2022 09:28:35,1654594111978,2,07/06/2022 11:28:31,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,33,1,1,DiagramStudy,Zone1,continue_button,1755.7999999821186,,,,,0,1,0,,,,,6,BetonDiagramStudy,,,,,
76,1654594117763,07/06/2022 09:28:37,1654594114144,2,07/06/2022 11:28:34,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,31,1,1,DiagramStudy,Zone1,continue_button,2059.600000023842,,,,,0,1,0,,,,,6,BotoxDiagramStudy,,,,,
77,1654594119544,07/06/2022 09:28:39,1654594115909,2,07/06/2022 11:28:35,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,34,2,1,IntroJoLandRestudy,NextButton,continue_button,1747.2999999821186,,,,,0,1,0,,,,,,IntroJoLandRestudy,,,,,
78,1654594135791,07/06/2022 09:28:55,1654594132158,2,07/06/2022 11:28:52,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,35,1,1,RestudyDecisionBlock2,Selection4,response_dropdown,16255.066000000108,,,Nee,,0,1,0,,,,,,RestudyDecisionBlock2,,,,,
79,1654594135876,07/06/2022 09:28:55,1654594132161,2,07/06/2022 11:28:52,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,35,1,1,RestudyDecisionBlock2,Selection5,response_dropdown,16255.066000000108,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock2,,,,,
80,1654594135876,07/06/2022 09:28:55,1654594132162,2,07/06/2022 11:28:52,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,35,1,1,RestudyDecisionBlock2,Selection6,response_dropdown,16255.066000000108,,,Nee,,0,1,0,,,,,,RestudyDecisionBlock2,,,,,
81,1654594135876,07/06/2022 09:28:55,1654594132162,2,07/06/2022 11:28:52,86110,10,task-kgro,,22325779,BLIND,6581333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1280x720,1280x609,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,35,1,1,RestudyDecisionBlock2,script,force_advance,16255.066000000108,,,,,0,1,0,,,,,,RestudyDecisionBlock2,,,,,
