Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,Diagram Box Require Response,TextTypes,ToetsTextArea
1,1654253890500,03/06/2022 10:58:10,1654253897968,2,03/06/2022 12:58:17,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1654253900705,03/06/2022 10:58:20,1654253908192,2,03/06/2022 12:58:28,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,1,1,1,Intro3Texts,NextButton,continue_button,10162.700000047684,,,,,0,1,0,,,,,,IntroTexts,,,,,
3,1654253968112,03/06/2022 10:59:28,1654253975636,2,03/06/2022 12:59:35,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,2,1,1,Text,advancementZone,continue_button,67394.79999995232,,,,,0,1,0,,,,,1,MetroText,,,,,
4,1654254051443,03/06/2022 11:00:51,1654254058943,2,03/06/2022 13:00:58,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,3,1,1,Text,advancementZone,continue_button,83245.39999985695,,,,,0,1,0,,,,,1,BetonText,,,,,
5,1654254137112,03/06/2022 11:02:17,1654254144624,2,03/06/2022 13:02:24,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,25,1,1,Text,advancementZone,continue_button,85608.09999990463,,,,,0,1,0,,,,,1,BotoxText,,,,,
6,1654254139958,03/06/2022 11:02:19,1654254147486,2,03/06/2022 13:02:27,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,5,1,1,IntroDiagramCompletion,NextButton,continue_button,2818.300000190735,,,,,0,1,0,,,,,,IntroDiagramCompletions,,,,,
7,1654254201320,03/06/2022 11:03:21,1654254208837,2,03/06/2022 13:03:28,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,28,1,1,Diagramming,DiagBox1,response_text_area,61268.200000047684,,,?,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
8,1654254201425,03/06/2022 11:03:21,1654254208843,2,03/06/2022 13:03:28,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,28,1,1,Diagramming,DiagBox3,response_text_area,61268.200000047684,,,daardoor veel meer plankton,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
9,1654254201425,03/06/2022 11:03:21,1654254208843,2,03/06/2022 13:03:28,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,28,1,1,Diagramming,DiagBox4,response_text_area,61268.200000047684,,,trok veel zeedieren aan zoals baars,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
10,1654254201425,03/06/2022 11:03:21,1654254208844,2,03/06/2022 13:03:28,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,28,1,1,Diagramming,DiagBox2,response_text_area,61268.200000047684,,,zodat ze de rommel niet hoevden te verwerken,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
11,1654254201425,03/06/2022 11:03:21,1654254208845,2,03/06/2022 13:03:28,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,28,1,1,Diagramming,Zone1,continue_button,61268.200000047684,,,,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
12,1654254250962,03/06/2022 11:04:10,1654254258487,2,03/06/2022 13:04:18,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,7,1,1,Diagramming,DiagBox2,response_text_area,49591.59999990463,,,beton kan bij uitdroging inkrimen,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
13,1654254251122,03/06/2022 11:04:11,1654254258493,2,03/06/2022 13:04:18,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,7,1,1,Diagramming,DiagBox3,response_text_area,49591.59999990463,,,dan kan het veel kleiner worden,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
14,1654254251122,03/06/2022 11:04:11,1654254258493,2,03/06/2022 13:04:18,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,7,1,1,Diagramming,DiagBox4,response_text_area,49591.59999990463,,,dan krimt de liftschavht,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
15,1654254251122,03/06/2022 11:04:11,1654254258494,2,03/06/2022 13:04:18,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,7,1,1,Diagramming,DiagBox1,response_text_area,49591.59999990463,,,beton heeft een komo certificaat nodig,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
16,1654254251122,03/06/2022 11:04:11,1654254258494,2,03/06/2022 13:04:18,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,7,1,1,Diagramming,Zone1,continue_button,49591.59999990463,,,,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
17,1654254296750,03/06/2022 11:04:56,1654254304281,2,03/06/2022 13:05:04,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,29,1,1,Diagramming,DiagBox3,response_text_area,45665.60000014305,,,plastice sirurgie,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
18,1654254296866,03/06/2022 11:04:56,1654254304285,2,03/06/2022 13:05:04,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,29,1,1,Diagramming,DiagBox4,response_text_area,45665.60000014305,,,?,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
19,1654254296866,03/06/2022 11:04:56,1654254304286,2,03/06/2022 13:05:04,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,29,1,1,Diagramming,DiagBox2,response_text_area,45665.60000014305,,,kan verhelpen als je tehard knippert bijvoorbeeld,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
20,1654254296866,03/06/2022 11:04:56,1654254304286,2,03/06/2022 13:05:04,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,29,1,1,Diagramming,DiagBox1,response_text_area,45665.60000014305,,,het verbreekt band tussen spier en zenuw,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
21,1654254296866,03/06/2022 11:04:56,1654254304287,2,03/06/2022 13:05:04,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,29,1,1,Diagramming,Zone1,continue_button,45665.60000014305,,,,,0,1,0,,,,,2,BotoxDiagramCompletion,,5,,,
22,1654254298213,03/06/2022 11:04:58,1654254305743,2,03/06/2022 13:05:05,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,9,1,1,IntroDiagramStudy,NextButton,continue_button,1400.5,,,,,0,1,0,,,,,,IntroDiagramStudy,,,,,
23,1654254337843,03/06/2022 11:05:37,1654254345375,2,03/06/2022 13:05:45,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection1,response_dropdown,39594.02000000002,,,Niet ingevuld,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
24,1654254338216,03/06/2022 11:05:38,1654254345380,2,03/06/2022 13:05:45,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection2,response_dropdown,39594.02000000002,,,Ingevuld maar onjuist,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
25,1654254338216,03/06/2022 11:05:38,1654254345381,2,03/06/2022 13:05:45,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection3,response_dropdown,39594.02000000002,,,Juist,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
26,1654254338216,03/06/2022 11:05:38,1654254345381,2,03/06/2022 13:05:45,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,CueSelection4,response_dropdown,39594.02000000002,,,Juist,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
27,1654254338216,03/06/2022 11:05:38,1654254345382,2,03/06/2022 13:05:45,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,10,1,1,DiagramStudySS,script,force_advance,39594.02000000002,,,,,0,1,0,,,,,3,MetroDiagramStudySS,,,,,
28,1654254361449,03/06/2022 11:06:01,1654254368981,2,03/06/2022 13:06:08,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,12,1,1,DiagramStudySS,CueSelection2,response_dropdown,23609.85600000003,,,Juist,,0,1,0,,,,,3,BetonDiagramStudySS,,,,,
29,1654254361637,03/06/2022 11:06:01,1654254368986,2,03/06/2022 13:06:08,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,12,1,1,DiagramStudySS,CueSelection3,response_dropdown,23609.85600000003,,,Juist,,0,1,0,,,,,3,BetonDiagramStudySS,,,,,
30,1654254361637,03/06/2022 11:06:01,1654254368987,2,03/06/2022 13:06:08,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,12,1,1,DiagramStudySS,CueSelection4,response_dropdown,23609.85600000003,,,Juist,,0,1,0,,,,,3,BetonDiagramStudySS,,,,,
31,1654254361637,03/06/2022 11:06:01,1654254368987,2,03/06/2022 13:06:08,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,12,1,1,DiagramStudySS,CueSelection1,response_dropdown,23609.85600000003,,,Ingevuld maar onjuist,,0,1,0,,,,,3,BetonDiagramStudySS,,,,,
32,1654254361637,03/06/2022 11:06:01,1654254368988,2,03/06/2022 13:06:08,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,12,1,1,DiagramStudySS,script,force_advance,23609.85600000003,,,,,0,1,0,,,,,3,BetonDiagramStudySS,,,,,
33,1654254393011,03/06/2022 11:06:33,1654254400535,2,03/06/2022 13:06:40,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,11,1,1,DiagramStudySS,CueSelection1,response_dropdown,31551.832999999984,,,Juist,,0,1,0,,,,,3,BotoxDiagramStudySS,,,,,
34,1654254393076,03/06/2022 11:06:33,1654254400539,2,03/06/2022 13:06:40,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,11,1,1,DiagramStudySS,CueSelection2,response_dropdown,31551.832999999984,,,Juist,,0,1,0,,,,,3,BotoxDiagramStudySS,,,,,
35,1654254393076,03/06/2022 11:06:33,1654254400540,2,03/06/2022 13:06:40,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,11,1,1,DiagramStudySS,CueSelection3,response_dropdown,31551.832999999984,,,Ingevuld maar onjuist,,0,1,0,,,,,3,BotoxDiagramStudySS,,,,,
36,1654254393076,03/06/2022 11:06:33,1654254400541,2,03/06/2022 13:06:40,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,11,1,1,DiagramStudySS,CueSelection4,response_dropdown,31551.832999999984,,,Niet ingevuld,,0,1,0,,,,,3,BotoxDiagramStudySS,,,,,
37,1654254393076,03/06/2022 11:06:33,1654254400541,2,03/06/2022 13:06:40,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,11,1,1,DiagramStudySS,script,force_advance,31551.832999999984,,,,,0,1,0,,,,,3,BotoxDiagramStudySS,,,,,
38,1654254402135,03/06/2022 11:06:42,1654254409645,2,03/06/2022 13:06:49,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,13,1,1,IntroJoLandRestudy,NextButton,continue_button,9066.100000143051,,,,,0,1,0,,,,,,IntroJoLandRestudy,,,,,
39,1654254415627,03/06/2022 11:06:55,1654254423137,2,03/06/2022 13:07:03,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,Selection1,response_dropdown,13486.429999999993,,,Nee,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
40,1654254415720,03/06/2022 11:06:55,1654254423141,2,03/06/2022 13:07:03,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,Selection2,response_dropdown,13486.429999999993,,,Nee,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
41,1654254415720,03/06/2022 11:06:55,1654254423141,2,03/06/2022 13:07:03,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,Selection3,response_dropdown,13486.429999999993,,,Nee,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
42,1654254415720,03/06/2022 11:06:55,1654254423142,2,03/06/2022 13:07:03,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,14,1,1,RestudyDecisionBlock1,script,force_advance,13486.429999999993,,,,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
43,1654254419810,03/06/2022 11:06:59,1654254427339,2,03/06/2022 13:07:07,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,16,1,1,JoL,Two,response_button_text,4153.799999952316,,,2,1,0,1,0,,,,,4,MetroJoL,,,,,
44,1654254422722,03/06/2022 11:07:02,1654254430249,2,03/06/2022 13:07:10,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,17,1,1,JoL,Two,response_button_text,2871.7999999523163,,,2,1,0,1,0,,,,,4,BetonJoL,,,,,
45,1654254423469,03/06/2022 11:07:03,1654254430992,2,03/06/2022 13:07:10,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,37,1,1,JoL,One,response_button_text,708.9000000953674,,,1,1,0,1,0,,,,,4,BotoxJoL,,,,,
46,1654254424633,03/06/2022 11:07:04,1654254432162,2,03/06/2022 13:07:12,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,18,1,1,IntroTests,NextButton,continue_button,1148.5999999046326,,,,,0,1,0,,,,,,IntroTests,,,,,
47,1654254469571,03/06/2022 11:07:49,1654254477090,2,03/06/2022 13:07:57,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,20,1,1,Test,buttonA,response_text_area,44882.39999985695,,,"meer plankton, niet afval verwerken, meer vis, ontstont een rif",,0,1,0,,,,,5,MetroTest,,,,,8
48,1654254469676,03/06/2022 11:07:49,1654254477092,2,03/06/2022 13:07:57,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,20,1,1,Test,buttonB,continue_button,44882.39999985695,,,,,0,1,0,,,,,5,MetroTest,,,,,8
49,1654254528994,03/06/2022 11:08:48,1654254536520,2,03/06/2022 13:08:56,86110,10,task-kgro,,22261538,BLIND,6563296,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1366x768,1366x768,Passed_Trials,Study1.2 - DelayedWithCueSelection,18,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,DelayedWithCueSelection,DelayedWithCueSelection,40,1,1,Test,buttonA,response_text_area,59411.699999809265,,,"beton krimpt in
beton teheet
liftschacht aanpassen
lift te groot",,0,1,0,,,,,5,BetonTest,,,,,8
