Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,Diagram Box Require Response,TextTypes,ToetsTextArea
1,1654592598066,07/06/2022 09:03:18,1654592605961,2,07/06/2022 11:03:25,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1654592613775,07/06/2022 09:03:33,1654592621716,2,07/06/2022 11:03:41,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,1,1,1,Intro3Texts,NextButton,continue_button,15598.300000190735,,,,,0,1,0,,,,,,IntroTexts,,,,,
3,1654592620248,07/06/2022 09:03:40,1654592628170,2,07/06/2022 11:03:48,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,2,1,1,Text,advancementZone,continue_button,6381.299999237061,,,,,0,1,0,,,,,1,MetroText,,,,,
4,1654592622645,07/06/2022 09:03:42,1654592630576,2,07/06/2022 11:03:50,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,24,1,1,Text,advancementZone,continue_button,2347.699999809265,,,,,0,1,0,,,,,1,GeldText,,,,,
5,1654592623900,07/06/2022 09:03:43,1654592631848,2,07/06/2022 11:03:51,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,4,1,1,Text,advancementZone,continue_button,1145.6000003814697,,,,,0,1,0,,,,,1,MuziekText,,,,,
6,1654592625295,07/06/2022 09:03:45,1654592633229,2,07/06/2022 11:03:53,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,5,1,1,IntroDiagramCompletion,NextButton,continue_button,1316,,,,,0,1,0,,,,,,IntroDiagramCompletions,,,,,
7,1654592691385,07/06/2022 09:04:51,1654592699320,2,07/06/2022 11:04:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,6,1,1,Diagramming,DiagBox1,response_text_area,65970,,,mensen gaan dood,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
8,1654592691520,07/06/2022 09:04:51,1654592699327,2,07/06/2022 11:04:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,6,1,1,Diagramming,DiagBox3,response_text_area,65970,,,ze moeten nieuwe bouwen,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
9,1654592691520,07/06/2022 09:04:51,1654592699328,2,07/06/2022 11:04:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,6,1,1,Diagramming,DiagBox4,response_text_area,65970,,,ze zijn geld kwijt,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
10,1654592691520,07/06/2022 09:04:51,1654592699328,2,07/06/2022 11:04:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,6,1,1,Diagramming,DiagBox2,response_text_area,65970,,,ze zijn weg,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
11,1654592691520,07/06/2022 09:04:51,1654592699330,2,07/06/2022 11:04:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,6,1,1,Diagramming,Zone1,continue_button,65970,,,,,0,1,0,,,,,2,MetroDiagramCompletion,,5,,,
12,1654592722677,07/06/2022 09:05:22,1654592730620,2,07/06/2022 11:05:30,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,29,1,1,Diagramming,DiagBox2,response_text_area,31210.89999961853,,,je gaat het uitgeven,,0,1,0,,,,,2,GeldDiagramCompletion,,5,,,
13,1654592722859,07/06/2022 09:05:22,1654592730627,2,07/06/2022 11:05:30,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,29,1,1,Diagramming,DiagBox3,response_text_area,31210.89999961853,,,het gaat op,,0,1,0,,,,,2,GeldDiagramCompletion,,5,,,
14,1654592722859,07/06/2022 09:05:22,1654592730628,2,07/06/2022 11:05:30,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,29,1,1,Diagramming,DiagBox4,response_text_area,31210.89999961853,,,je voelt je niet fijn,,0,1,0,,,,,2,GeldDiagramCompletion,,5,,,
15,1654592722859,07/06/2022 09:05:22,1654592730628,2,07/06/2022 11:05:30,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,29,1,1,Diagramming,DiagBox1,response_text_area,31210.89999961853,,,je krijgt geld,,0,1,0,,,,,2,GeldDiagramCompletion,,5,,,
16,1654592722859,07/06/2022 09:05:22,1654592730629,2,07/06/2022 11:05:30,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,29,1,1,Diagramming,Zone1,continue_button,31210.89999961853,,,,,0,1,0,,,,,2,GeldDiagramCompletion,,5,,,
17,1654592770258,07/06/2022 09:06:10,1654592778199,2,07/06/2022 11:06:18,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,8,1,1,Diagramming,DiagBox1,response_text_area,47423,,,je oefent ergens mee,,0,1,0,,,,,2,MuziekDiagramCompletion,,5,,,
18,1654592770343,07/06/2022 09:06:10,1654592778205,2,07/06/2022 11:06:18,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,8,1,1,Diagramming,DiagBox2,response_text_area,47423,,,je word beter in leren,,0,1,0,,,,,2,MuziekDiagramCompletion,,5,,,
19,1654592770343,07/06/2022 09:06:10,1654592778206,2,07/06/2022 11:06:18,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,8,1,1,Diagramming,DiagBox3,response_text_area,47423,,,je kunt muziek herkennen,,0,1,0,,,,,2,MuziekDiagramCompletion,,5,,,
20,1654592770343,07/06/2022 09:06:10,1654592778207,2,07/06/2022 11:06:18,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,8,1,1,Diagramming,DiagBox4,response_text_area,47423,,,je kunt altijd je muziek zingen,,0,1,0,,,,,2,MuziekDiagramCompletion,,5,,,
21,1654592770343,07/06/2022 09:06:10,1654592778208,2,07/06/2022 11:06:18,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,8,1,1,Diagramming,Zone1,continue_button,47423,,,,,0,1,0,,,,,2,MuziekDiagramCompletion,,5,,,
22,1654592771326,07/06/2022 09:06:11,1654592779270,2,07/06/2022 11:06:19,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,9,1,1,IntroDiagramStudy,NextButton,continue_button,1003.6999998092651,,,,,0,1,0,,,,,,IntroDiagramStudy,,,,,
23,1654592778991,07/06/2022 09:06:18,1654592786945,2,07/06/2022 11:06:26,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,12,1,1,DiagramStudy,Zone1,continue_button,7320.5,,,,,0,1,0,,,,,3,MetroDiagramStudy,,,,,
24,1654592788694,07/06/2022 09:06:28,1654592796647,2,07/06/2022 11:06:36,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,11,1,1,DiagramStudy,Zone1,continue_button,9272.89999961853,,,,,0,1,0,,,,,3,GeldDiagramStudy,,,,,
25,1654592798883,07/06/2022 09:06:38,1654592806811,2,07/06/2022 11:06:46,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,31,1,1,DiagramStudy,Zone1,continue_button,9734.79999923706,,,,,0,1,0,,,,,3,MuziekDiagramStudy,,,,,
26,1654592806310,07/06/2022 09:06:46,1654592814255,2,07/06/2022 11:06:54,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,13,1,1,IntroJoLandRestudy,NextButton,continue_button,7353.5,,,,,0,1,0,,,,,,IntroJoLandRestudy,,,,,
27,1654592816164,07/06/2022 09:06:56,1654592824112,2,07/06/2022 11:07:04,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,14,1,1,RestudyDecisionBlock1,Selection1,response_dropdown,9823.853000000003,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
28,1654592816268,07/06/2022 09:06:56,1654592824119,2,07/06/2022 11:07:04,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,14,1,1,RestudyDecisionBlock1,Selection2,response_dropdown,9823.853000000003,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
29,1654592816268,07/06/2022 09:06:56,1654592824120,2,07/06/2022 11:07:04,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,14,1,1,RestudyDecisionBlock1,Selection3,response_dropdown,9823.853000000003,,,Ja,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
30,1654592816268,07/06/2022 09:06:56,1654592824123,2,07/06/2022 11:07:04,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,14,1,1,RestudyDecisionBlock1,script,force_advance,9823.853000000003,,,,,0,1,0,,,,,,RestudyDecisionBlock1,,,,,
31,1654592822119,07/06/2022 09:07:02,1654592830082,2,07/06/2022 11:07:10,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,37,1,1,JoL,Two,response_button_text,5915.700000762939,,,2,1,0,1,0,,,,,4,MetroJoL,,,,,
32,1654592822893,07/06/2022 09:07:02,1654592830846,2,07/06/2022 11:07:10,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,36,1,1,JoL,Two,response_button_text,730.2999992370605,,,2,1,0,1,0,,,,,4,GeldJoL,,,,,
33,1654592823414,07/06/2022 09:07:03,1654592831369,2,07/06/2022 11:07:11,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,15,1,1,JoL,Two,response_button_text,477.5,,,2,1,0,1,0,,,,,4,MuziekJoL,,,,,
34,1654592824694,07/06/2022 09:07:04,1654592832613,2,07/06/2022 11:07:12,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,18,1,1,IntroTests,NextButton,continue_button,1215.7000007629395,,,,,0,1,0,,,,,,IntroTests,,,,,
35,1654592839939,07/06/2022 09:07:19,1654592847893,2,07/06/2022 11:07:27,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,42,1,1,Test,buttonA,response_text_area,15208.099999427795,,,"?
?
?
?
?",,0,1,0,,,,,5,MetroTest,,,,,8
36,1654592840061,07/06/2022 09:07:20,1654592847897,2,07/06/2022 11:07:27,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,42,1,1,Test,buttonB,continue_button,15208.099999427795,,,,,0,1,0,,,,,5,MetroTest,,,,,8
37,1654592846515,07/06/2022 09:07:26,1654592854462,2,07/06/2022 11:07:34,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,20,1,1,Test,buttonA,response_text_area,6530.10000038147,,,"?
?
?
?
?",,0,1,0,,,,,5,GeldTest,,,,,8
38,1654592846617,07/06/2022 09:07:26,1654592854471,2,07/06/2022 11:07:34,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,20,1,1,Test,buttonB,continue_button,6530.10000038147,,,,,0,1,0,,,,,5,GeldTest,,,,,8
39,1654592851895,07/06/2022 09:07:31,1654592859842,2,07/06/2022 11:07:39,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,21,1,1,Test,buttonA,response_text_area,5312.800000190735,,,"?
?
?
?
?",,0,1,0,,,,,5,MuziekTest,,,,,8
40,1654592851985,07/06/2022 09:07:31,1654592859846,2,07/06/2022 11:07:39,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,21,1,1,Test,buttonB,continue_button,5312.800000190735,,,,,0,1,0,,,,,5,MuziekTest,,,,,8
41,1654592853351,07/06/2022 09:07:33,1654592861307,2,07/06/2022 11:07:41,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,22,1,1,HalfwayScreenIntroTexts,NextButton,continue_button,1413.3999996185303,,,,,0,1,0,,,,,,HalfwayScreenIntroTexts,,,,,
42,1654593289884,07/06/2022 09:14:49,1654593297775,2,07/06/2022 11:14:57,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,3,1,1,Text,advancementZone,continue_button,436397,,,,,0,1,0,,,,,1,BetonText,,,,,
43,1654593291185,07/06/2022 09:14:51,1654593299146,2,07/06/2022 11:14:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,25,1,1,Text,advancementZone,continue_button,1327.1999998092651,,,,,0,1,0,,,,,1,BotoxText,,,,,
44,1654593291371,07/06/2022 09:14:51,1654593299340,2,07/06/2022 11:14:59,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,23,1,1,Text,advancementZone,continue_button,112.30000019073486,,,,,0,1,0,,,,,1,SuezText,,,,,
45,1654593292416,07/06/2022 09:14:52,1654593300381,2,07/06/2022 11:15:00,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,26,2,1,IntroDiagramCompletion,NextButton,continue_button,983.5,,,,,0,1,0,,,,,,IntroDiagramCompletions,,,,,
46,1654593305356,07/06/2022 09:15:05,1654593313315,2,07/06/2022 11:15:13,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,27,1,1,Diagramming,DiagBox2,response_text_area,12829.89999961853,,,?,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
47,1654593305516,07/06/2022 09:15:05,1654593313321,2,07/06/2022 11:15:13,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,27,1,1,Diagramming,DiagBox3,response_text_area,12829.89999961853,,,?,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
48,1654593305516,07/06/2022 09:15:05,1654593313322,2,07/06/2022 11:15:13,86110,10,task-d7hm,,22325699,BLIND,6581320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.63,1366x768,1366x657,Passed_Trials,Study1.2 - DelayedWithoutCueSelection,9,NoSelfScoringInstruction,,Passed_Intro,,Passed_Trials,,Passed_Practice,DelayedWithoutCueSelection,DelayedWithoutCueSelection,27,1,1,Diagramming,DiagBox4,response_text_area,12829.89999961853,,,?,,0,1,0,,,,,2,BetonDiagramCompletion,,5,,,
