Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-81rl,checkpoint-ciwr,checkpoint-77l8,checkpoint-x76j,checkpoint-b2g1,checkpoint-5gtg,checkpoint-dxsu,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Diagram Box Rows,TextTypes,TestTextArea
1,1655119139588,13/06/2022 11:18:59,1655119138156,2,13/06/2022 13:18:58,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1655119149906,13/06/2022 11:19:09,1655119148541,2,13/06/2022 13:19:08,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,1,Intro,Zone2,continue_button,10169,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
3,1655119224034,13/06/2022 11:20:24,1655119222713,2,13/06/2022 13:20:22,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,2,Text,advancementZone,continue_button,74156.20000000001,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
4,1655119505010,13/06/2022 11:25:05,1655119503765,2,13/06/2022 13:25:03,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox4,response_text_area,281023.39999999997,,,hierdoor is het risico op hart- en longziektes lager,,0,1,0,,,,,,SportenWithSS,,5,,8
5,1655119505205,13/06/2022 11:25:05,1655119503769,2,13/06/2022 13:25:03,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox3,response_text_area,281023.39999999997,,,hart moet sneller kloppen om het bloed naar de spieren te transporteren,,0,1,0,,,,,,SportenWithSS,,5,,8
6,1655119505205,13/06/2022 11:25:05,1655119503769,2,13/06/2022 13:25:03,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox2,response_text_area,281023.39999999997,,,Om genoeg zuurstof op te nemen ademen wij sneller,,0,1,0,,,,,,SportenWithSS,,5,,8
7,1655119505205,13/06/2022 11:25:05,1655119503769,2,13/06/2022 13:25:03,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox1,response_text_area,281023.39999999997,,,"""zij die denken dat ze geen tijd vinden voor lichamelijke oefeningen zullen vroeg of laat tijd vinden voor ziekte""",,0,1,0,,,,,,SportenWithSS,,5,,8
8,1655119505205,13/06/2022 11:25:05,1655119503770,2,13/06/2022 13:25:03,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,Zone1,continue_button,281023.39999999997,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
9,1655119592652,13/06/2022 11:26:32,1655119591509,2,13/06/2022 13:26:31,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection1,response_dropdown,87738.18900000001,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
10,1655119592727,13/06/2022 11:26:32,1655119591511,2,13/06/2022 13:26:31,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection2,response_dropdown,87738.18900000001,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
11,1655119592727,13/06/2022 11:26:32,1655119591512,2,13/06/2022 13:26:31,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection3,response_dropdown,87738.18900000001,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
12,1655119592727,13/06/2022 11:26:32,1655119591512,2,13/06/2022 13:26:31,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection4,response_dropdown,87738.18900000001,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
13,1655119592727,13/06/2022 11:26:32,1655119591512,2,13/06/2022 13:26:31,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,script,force_advance,87738.18900000001,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
14,1655119601424,13/06/2022 11:26:41,1655119600287,2,13/06/2022 13:26:40,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,Selection1,response_dropdown,8786.472000000009,,,Nee,,0,1,0,,,,,,SportenWithSS,,5,,8
15,1655119601493,13/06/2022 11:26:41,1655119600289,2,13/06/2022 13:26:40,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,script,force_advance,8786.472000000009,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
16,1655119603483,13/06/2022 11:26:43,1655119602348,2,13/06/2022 13:26:42,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,6,JoL1,Four,response_button_text,2031.1999999999534,,,4,1,0,1,0,,,,,,SportenWithSS,,5,,8
17,1655119608412,13/06/2022 11:26:48,1655119607282,2,13/06/2022 13:26:47,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,7,InstructieToets,advancementZone,continue_button,4911.800000000047,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
18,1655119829894,13/06/2022 11:30:29,1655119828823,2,13/06/2022 13:30:28,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonA,response_text_area,221528.1999999999,,,"Tijdens het sporten hebben spieren meer zuurstof nodig.
Om genoeg zuurstof binnen te krijgen ga je sneller ademhalen
Tegelijkertijd moet het hard sneller kloppen om de zuurstof naar de spieren te brengen.
Hierdoor worden je hart en longen sterker waardoor je een lagere risico hebt op hart- en longziektes",,0,1,0,,,,,,SportenWithSS,,5,,8
19,1655119829966,13/06/2022 11:30:29,1655119828827,2,13/06/2022 13:30:28,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonB,continue_button,221528.1999999999,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
20,1655119851244,13/06/2022 11:30:51,1655119850229,2,13/06/2022 13:30:50,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,21391.699999999953,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
21,1655119851312,13/06/2022 11:30:51,1655119850234,2,13/06/2022 13:30:50,86110,10,task-ewz2,,22441949,BLIND,6613736,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,END TASK,,,,,712078,,,,,0,1,0,,,,,,,,,,
1,1655118867455,13/06/2022 11:14:27,1655118866981,2,13/06/2022 13:14:26,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1655118870993,13/06/2022 11:14:30,1655118870569,2,13/06/2022 13:14:30,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,1,Intro,Zone2,continue_button,3147.9000000000233,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
3,1655118906972,13/06/2022 11:15:06,1655118906549,2,13/06/2022 13:15:06,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,2,Text,advancementZone,continue_button,35947.20000000001,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
4,1655119005758,13/06/2022 11:16:45,1655119005391,2,13/06/2022 13:16:45,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox4,response_text_area,98772.39999999997,,,De kans op ziekte wordt hierdoor minder en je lichaam wordt gezonder,,0,1,0,,,,,,SportenWithSS,,5,,8
5,1655119006517,13/06/2022 11:16:46,1655119005400,2,13/06/2022 13:16:45,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox3,response_text_area,98772.39999999997,,,Door sporten moet je hart sneller werken om bloed door te pompen,,0,1,0,,,,,,SportenWithSS,,5,,8
6,1655119006517,13/06/2022 11:16:46,1655119005401,2,13/06/2022 13:16:45,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox2,response_text_area,98772.39999999997,,,Door sporten heeft je lichaam meer zuurstof nodig,,0,1,0,,,,,,SportenWithSS,,5,,8
7,1655119006517,13/06/2022 11:16:46,1655119005403,2,13/06/2022 13:16:45,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox1,response_text_area,98772.39999999997,,,"Sporten is gezond, en als je dat niet doet dan wordt de kans op ziekte groter.",,0,1,0,,,,,,SportenWithSS,,5,,8
8,1655119006517,13/06/2022 11:16:46,1655119005404,2,13/06/2022 13:16:45,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,Zone1,continue_button,98772.39999999997,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
9,1655119031268,13/06/2022 11:17:11,1655119030922,2,13/06/2022 13:17:10,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection1,response_dropdown,25503.767999999982,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
10,1655119031350,13/06/2022 11:17:11,1655119030927,2,13/06/2022 13:17:10,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection2,response_dropdown,25503.767999999982,,,Ingevuld maar onjuist,,0,1,0,,,,,,SportenWithSS,,5,,8
11,1655119031350,13/06/2022 11:17:11,1655119030928,2,13/06/2022 13:17:10,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection3,response_dropdown,25503.767999999982,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
12,1655119031350,13/06/2022 11:17:11,1655119030931,2,13/06/2022 13:17:10,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,CueSelection4,response_dropdown,25503.767999999982,,,Juist,,0,1,0,,,,,,SportenWithSS,,5,,8
13,1655119031350,13/06/2022 11:17:11,1655119030932,2,13/06/2022 13:17:10,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,4,DiagramStudyWithSS,script,force_advance,25503.767999999982,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
14,1655119037443,13/06/2022 11:17:17,1655119037091,2,13/06/2022 13:17:17,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,Selection1,response_dropdown,6214.393000000011,,,Ja,,0,1,0,,,,,,SportenWithSS,,5,,8
15,1655119037505,13/06/2022 11:17:17,1655119037094,2,13/06/2022 13:17:17,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,5,RestudyDecision,script,force_advance,6214.393000000011,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
16,1655119044508,13/06/2022 11:17:24,1655119044158,2,13/06/2022 13:17:24,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,6,JoL1,Two,response_button_text,7032.79999999993,,,2,1,0,1,0,,,,,,SportenWithSS,,5,,8
17,1655119047073,13/06/2022 11:17:27,1655119046727,2,13/06/2022 13:17:26,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,7,InstructieToets,advancementZone,continue_button,2548.4000000000233,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
18,1655119193439,13/06/2022 11:19:53,1655119193121,2,13/06/2022 13:19:53,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonA,response_text_area,146370.29999999993,,,"Door zuurstof tekort moeten je longen sneller werken
Doordat je bloed sneller gaat stromen moet je hart beter werken
Je hart en longen worden sterker
De kans op ziektes zijn lager.",,0,1,0,,,,,,SportenWithSS,,5,,8
19,1655119193492,13/06/2022 11:19:53,1655119193126,2,13/06/2022 13:19:53,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,8,Test,buttonB,continue_button,146370.29999999993,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
20,1655119195300,13/06/2022 11:19:55,1655119195015,2,13/06/2022 13:19:55,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,9,Klaar4Experiment,advancementZone,continue_button,1868.8999999999069,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
21,1655119195360,13/06/2022 11:19:55,1655119195019,2,13/06/2022 13:19:55,86110,10,task-ewz2,,22441811,BLIND,6613699,,complete,,,computer,Desktop or Laptop,Chromium OS 14695.85.0,Chrome 102.0.5005.75,1366x768,1366x649,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,END TASK,,,,,328038,,,,,0,1,0,,,,,,,,,,
1,1654765771484,09/06/2022 09:09:31,1654765758457,2,09/06/2022 11:09:18,86110,10,task-ewz2,,22372069,BLIND,6594493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 102.0.1245.33,1536x864,1536x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1654765787365,09/06/2022 09:09:47,1654765774378,2,09/06/2022 11:09:34,86110,10,task-ewz2,,22372069,BLIND,6594493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 102.0.1245.33,1536x864,1519x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,1,Intro,Zone2,continue_button,15739.19999999553,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
3,1654765834741,09/06/2022 09:10:34,1654765821764,2,09/06/2022 11:10:21,86110,10,task-ewz2,,22372069,BLIND,6594493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 102.0.1245.33,1536x864,1519x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,2,Text,advancementZone,continue_button,47373.69999999553,,,,,0,1,0,,,,,,SportenWithSS,,5,,8
4,1654765938391,09/06/2022 09:12:18,1654765925409,2,09/06/2022 11:12:05,86110,10,task-ewz2,,22372069,BLIND,6594493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 102.0.1245.33,1536x864,1519x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox4,response_text_area,103626.10000000149,,,waardoor je minder kans loopt op hart-en long ziektes,,0,1,0,,,,,,SportenWithSS,,5,,8
5,1654765938524,09/06/2022 09:12:18,1654765925411,2,09/06/2022 11:12:05,86110,10,task-ewz2,,22372069,BLIND,6594493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 102.0.1245.33,1536x864,1519x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox3,response_text_area,103626.10000000149,,,"het zuurstof moet via het bloed sneller getransporteert worden, dus moet je hart sneller pompen",,0,1,0,,,,,,SportenWithSS,,5,,8
6,1654765938524,09/06/2022 09:12:18,1654765925411,2,09/06/2022 11:12:05,86110,10,task-ewz2,,22372069,BLIND,6594493,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 102.0.1245.33,1536x864,1519x746,Passed_Trials,Study1.2 - SportenIsGezondSS,10,SelfScoringInstruction,Passed_Intro,,Passed_Trials,,Passed_Practice,,SportenWithSS,SportenWithSS,1,1,3,DiagramCompletion,DiagBox2,response_text_area,103626.10000000149,,,je spieren hebben zuurstof nodig waardoor je sneller moet gaan ademen,,0,1,0,,,,,,SportenWithSS,,5,,8
